Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,32.485309,[10 74] ; [18  9],[21.18918919 62.81081081] ; [ 6.81081081 20.18918919],1
s8,1,0.653541,0.201465,[16 68] ; [ 6 20],[16.8 67.2] ; [ 5.2 20.8],0
d3,1,0.701865,0.146539,[44 40] ; [13 14],[43.13513514 40.86486486] ; [13.86486486 13.13513514],0
a7,1,0.715767,0.132585,[50 34] ; [15 12],[49.18918919 34.81081081] ; [15.81081081 11.18918919],0
u2,1,0.744764,0.105983,[14 18] ; [5 8],[13.51111111 18.48888889] ; [5.48888889 7.51111111],0
r1,1,0.762862,0.091038,[47 37] ; [16 11],[47.67567568 36.32432432] ; [15.32432432 11.67567568],0
s7,1,0.797406,0.065898,[15 64] ; [ 4 20],[14.57281553 64.42718447] ; [ 4.42718447 19.57281553],0
n4,1,0.806091,0.060257,[52 32] ; [16 11],[51.45945946 32.54054054] ; [16.54054054 10.45945946],0
a8,1,0.809007,0.058423,[ 5 74] ; [ 2 24],[ 5.26666667 73.73333333] ; [ 1.73333333 24.26666667],0
p12,1,0.817603,0.05319,[ 4 80] ; [ 1 26],[ 3.78378378 80.21621622] ; [ 1.21621622 25.78378378],0
d5,1,0.821635,0.050824,[54 30] ; [18  9],[54.48648649 29.51351351] ; [17.51351351  9.48648649],0
a5,1,0.83472,0.043535,[51 33] ; [17 10],[51.45945946 32.54054054] ; [16.54054054 10.45945946],0
n3,1,0.890599,0.018919,[21 16] ; [3 2],[21.14285714 15.85714286] ; [2.85714286 2.14285714],0
b5,1,0.942519,0.005199,[46 38] ; [15 12],[46.16216216 37.83783784] ; [14.83783784 12.16216216],0
s1,1,0.963118,0.002138,[ 6 78] ; [ 2 25],[ 6.05405405 77.94594595] ; [ 1.94594595 25.05405405],0
s4,1,0.981644,0.000529,[12 70] ; [ 4 23],[12.03669725 69.96330275] ; [ 3.96330275 23.03669725],0
u3,1,1.0,0.0,[16 16] ; [7 7],[16. 16.] ; [7. 7.],0
