Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,51.3107,[61 13] ; [ 2 28],[44.82692308 29.17307692] ; [18.17307692 11.82692308],1
p12,1,0.511741,0.430505,[ 1 72] ; [ 1 29],[ 1.41747573 71.58252427] ; [ 0.58252427 29.41747573],0
s3,1,0.570371,0.322063,[22 52] ; [ 7 22],[20.83495146 53.16504854] ; [ 8.16504854 20.83495146],0
n4,1,0.576265,0.312312,[45 29] ; [20 10],[46.25 27.75] ; [18.75 11.25],0
p1,1,0.587268,0.29463,[ 5 68] ; [ 3 27],[ 5.66990291 67.33009709] ; [ 2.33009709 27.66990291],0
p10,1,0.635358,0.224865,[18 56] ; [ 6 24],[17.07692308 56.92307692] ; [ 6.92307692 23.07692308],0
s8,1,0.646283,0.210619,[ 7 67] ; [ 2 28],[ 6.40384615 67.59615385] ; [ 2.59615385 27.40384615],0
v3,1,0.665846,0.1865,[17 54] ; [ 6 24],[16.16831683 54.83168317] ; [ 6.83168317 23.16831683],0
d2,1,0.72691,0.121968,[36 38] ; [13 16],[35.2038835 38.7961165] ; [13.7961165 15.2038835],0
a3,1,0.767313,0.087552,[41 33] ; [17 12],[41.66990291 32.33009709] ; [16.33009709 12.66990291],0
a4,1,0.891306,0.018674,[27 47] ; [11 18],[27.30097087 46.69902913] ; [10.69902913 18.30097087],0
