Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,35.254503,[80 11] ; [11 21],[67.32520325 23.67479675] ; [23.67479675  8.32520325],1
p7,1,0.714546,0.133778,[76 15] ; [25  6],[75.33606557 15.66393443] ; [25.66393443  5.33606557],0
s6,1,0.715187,0.133151,[52 34] ; [17 13],[51.15517241 34.84482759] ; [17.84482759 12.15517241],0
n3,1,0.748233,0.103022,[9 3] ; [9 4],[8.64 3.36] ; [9.36 3.64],0
r1,1,0.748252,0.103006,[70 20] ; [24  8],[69.3442623 20.6557377] ; [24.6557377  7.3442623],0
b5,1,0.762803,0.091085,[57 34] ; [21 11],[57.70731707 33.29268293] ; [20.29268293 11.70731707],0
p12,1,0.777254,0.080032,[ 7 83] ; [ 3 29],[ 7.37704918 82.62295082] ; [ 2.62295082 29.37704918],0
a7,1,0.780864,0.077392,[69 21] ; [23  8],[68.42975207 21.57024793] ; [23.57024793  7.42975207],0
r4,1,0.787557,0.072621,[84  7] ; [30  2],[84.34146341  6.65853659] ; [29.65853659  2.34146341],0
v2,1,0.817335,0.053349,[47 40] ; [16 15],[46.44915254 40.55084746] ; [16.55084746 14.44915254],0
d3,1,0.905544,0.014081,[62 28] ; [21 10],[61.73553719 28.26446281] ; [21.26446281  9.73553719],0
s8,1,0.946363,0.004526,[27 64] ; [ 9 22],[26.85245902 64.14754098] ; [ 9.14754098 21.85245902],0
r2,1,0.966851,0.001727,[84  6] ; [29  2],[84.04958678  5.95041322] ; [28.95041322  2.04958678],0
