Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,66.466949,[77  7] ; [ 6 30],[58.1 25.9] ; [24.9 11.1],1
r4,1,0.467191,0.528613,[77  8] ; [31  5],[75.8677686  9.1322314] ; [32.1322314  3.8677686],0
n3,1,0.480584,0.497538,[16  4] ; [9 4],[15.15151515  4.84848485] ; [9.84848485 3.15151515],0
a1,1,0.619872,0.246047,[ 5 80] ; [ 3 33],[ 5.61983471 79.38016529] ; [ 2.38016529 33.61983471],0
n1,1,0.652605,0.202632,[ 8 11] ; [7 7],[ 8.63636364 10.36363636] ; [6.36363636 7.63636364],0
d4,1,0.698882,0.149638,[65 19] ; [29  7],[65.8 18.2] ; [28.2  7.8],0
p11,1,0.723428,0.125232,[64 21] ; [26 10],[63.2231405 21.7768595] ; [26.7768595  9.2231405],0
v2,1,0.739649,0.110436,[38 46] ; [17 18],[38.82352941 45.17647059] ; [16.17647059 18.82352941],0
s6,1,0.799245,0.064681,[72 10] ; [31  5],[71.57627119 10.42372881] ; [31.42372881  4.57627119],0
d1,1,0.799389,0.064586,[47 38] ; [19 17],[46.36363636 38.63636364] ; [19.63636364 16.36363636],0
p8,1,0.805474,0.060649,[40 43] ; [16 19],[39.38983051 43.61016949] ; [16.61016949 18.38983051],0
d3,1,0.833213,0.044345,[56 29] ; [23 13],[55.49586777 29.50413223] ; [23.50413223 12.49586777],0
r2,1,0.854953,0.033417,[80  4] ; [34  2],[79.8  4.2] ; [34.2  1.8],0
d5,1,0.862462,0.030013,[65 20] ; [27  9],[64.62809917 20.37190083] ; [27.37190083  8.62809917],0
a7,1,0.863993,0.029342,[57 27] ; [25 11],[57.4 26.6] ; [24.6 11.4],0
p1,1,0.941438,0.005397,[10 74] ; [ 4 31],[ 9.88235294 74.11764706] ; [ 4.11764706 30.88235294],0
