Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b2,1,0.000308,13.01858,[ 1 25] ; [56 82],[ 9.03658537 16.96341463] ; [47.96341463 90.03658537],1
a1,1,0.419581,0.651489,[ 1 50] ; [ 11 240],[ 2.02649007 48.97350993] ; [  9.97350993 241.02649007],0
v1,1,0.419727,0.651079,[23 27] ; [127 116],[25.59726962 24.40273038] ; [124.40273038 118.59726962],0
d5,1,0.420983,0.64757,[26 24] ; [146 105],[28.57142857 21.42857143] ; [143.42857143 107.57142857],0
u2,1,0.448765,0.573768,[14 13] ; [57 38],[15.71311475 11.28688525] ; [55.28688525 39.71311475],0
n5,1,0.536463,0.382135,[37 14] ; [190  58],[38.71906355 12.28093645] ; [188.28093645  59.71906355],0
u1,1,0.542571,0.370795,[ 3 48] ; [ 10 241],[ 2.19536424 48.80463576] ; [ 10.80463576 240.19536424],0
n6,1,0.571886,0.319537,[43  7] ; [206  43],[41.63879599  8.36120401] ; [207.36120401  41.63879599],0
r4,1,0.598518,0.277237,[42  9] ; [214  37],[43.23178808  7.76821192] ; [212.76821192  38.23178808],0
p7,1,0.642554,0.215418,[32 17] ; [152  94],[30.56271186 18.43728814] ; [153.43728814  92.56271186],0
r2,1,0.651379,0.204166,[45  6] ; [224  24],[45.88294314  5.11705686] ; [223.11705686  24.88294314],0
u3,1,0.676322,0.174295,[16 11] ; [52 43],[15.04918033 11.95081967] ; [52.95081967 42.04918033],0
p12,1,0.711603,0.136681,[ 4 47] ; [ 16 233],[ 3.4 47.6] ; [ 16.6 232.4],0
n3,1,0.764707,0.089584,[10  3] ; [43 16],[9.56944444 3.43055556] ; [43.43055556 15.56944444],0
d2,1,0.780889,0.077374,[ 6 45] ; [ 33 217],[ 6.60797342 44.39202658] ; [ 32.39202658 217.60797342],0
r3,1,0.805319,0.060747,[48  3] ; [232  17],[47.6  3.4] ; [232.4  16.6],0
p8,1,0.810384,0.057567,[26 25] ; [131 117],[26.77926421 24.22073579] ; [130.22073579 117.77926421],0
n1,1,0.878784,0.023259,[5 8] ; [21 37],[4.76056338 8.23943662] ; [21.23943662 36.76056338],0
v4,1,0.905089,0.014217,[47  3] ; [232  16],[46.81208054  3.18791946] ; [232.18791946  15.81208054],0
p11,1,0.929153,0.007905,[42  9] ; [208  43],[42.21854305  8.78145695] ; [207.78145695  43.21854305],0
b4,1,0.950244,0.003894,[28 23] ; [139 112],[28.20198675 22.79801325] ; [138.79801325 112.20198675],0
s1,1,0.995786,2.8e-05,[ 2 48] ; [ 10 239],[ 2.00668896 47.99331104] ; [  9.99331104 239.00668896],0
a4,1,0.999069,1e-06,[13 38] ; [ 64 187],[13.00331126 37.99668874] ; [ 63.99668874 187.00331126],0
