Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.017723,5.623349,[13 13] ; [15 47],[ 8.27272727 17.72727273] ; [19.72727273 42.27272727],0
u1,1,0.597787,0.278346,[ 2 24] ; [ 3 59],[ 1.47727273 24.52272727] ; [ 3.52272727 58.47727273],0
d1,1,0.715489,0.132856,[12 14] ; [26 36],[11.22727273 14.77272727] ; [26.77272727 35.22727273],0
b2,1,0.725655,0.123139,[ 4 11] ; [12 26],[ 4.52830189 10.47169811] ; [11.47169811 26.52830189],0
b3,1,0.725655,0.123139,[ 4 11] ; [12 26],[ 4.52830189 10.47169811] ; [11.47169811 26.52830189],0
n2,1,0.745939,0.104975,[4 1] ; [19  7],[3.70967742 1.29032258] ; [19.29032258  6.70967742],0
a4,1,0.753034,0.098999,[11 15] ; [24 38],[10.34090909 15.65909091] ; [24.65909091 37.34090909],0
d3,1,0.753034,0.098999,[15 11] ; [38 24],[15.65909091 10.34090909] ; [37.34090909 24.65909091],0
a1,1,0.76758,0.087345,[ 2 24] ; [ 6 56],[ 2.36363636 23.63636364] ; [ 5.63636364 56.36363636],0
p4,1,0.800614,0.063783,[10 15] ; [23 39],[ 9.48275862 15.51724138] ; [23.51724138 38.48275862],0
p5,1,0.838398,0.041593,[ 1 25] ; [ 3 59],[ 1.18181818 24.81818182] ; [ 2.81818182 59.18181818],0
b5,1,0.862805,0.029862,[15 11] ; [37 25],[15.36363636 10.63636364] ; [36.63636364 25.36363636],0
p12,1,0.868518,0.027404,[ 1 24] ; [ 2 59],[ 0.87209302 24.12790698] ; [ 2.12790698 58.87209302],0
n5,1,0.870719,0.026486,[16 10] ; [37 25],[15.65909091 10.34090909] ; [37.34090909 24.65909091],0
p11,1,0.870719,0.026486,[16 10] ; [37 25],[15.65909091 10.34090909] ; [37.34090909 24.65909091],0
p7,1,0.887075,0.020166,[13 13] ; [29 31],[12.69767442 13.30232558] ; [29.30232558 30.69767442],0
a3,1,0.906368,0.013835,[18  8] ; [43 18],[18.22988506  7.77011494] ; [42.77011494 18.22988506],0
s7,1,0.920448,0.009974,[ 8 16] ; [20 38],[ 8.19512195 15.80487805] ; [19.80487805 38.19512195],0
s6,1,0.932011,0.007279,[12 14] ; [28 34],[11.81818182 14.18181818] ; [28.18181818 33.81818182],0
p2,1,0.943626,0.005,[17  8] ; [41 20],[16.86046512  8.13953488] ; [41.13953488 19.86046512],0
p9,1,0.946917,0.004433,[16 10] ; [38 23],[16.13793103  9.86206897] ; [37.86206897 23.13793103],0
a7,1,0.982598,0.000476,[16 10] ; [38 24],[15.95454545 10.04545455] ; [38.04545455 23.95454545],0
