Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,36.049655,[36 72] ; [80 28],[58. 50.] ; [58. 50.],1
d5,1,0.042893,4.099626,[74 36] ; [85 22],[80.59907834 29.40092166] ; [78.40092166 28.59907834],0
v2,1,0.044972,4.01968,[44 61] ; [58 46],[51.24401914 53.75598086] ; [50.75598086 53.24401914],0
s3,1,0.05322,3.736992,[54 53] ; [68 39],[61. 46.] ; [61. 46.],0
p6,1,0.057115,3.619225,[31 74] ; [45 62],[37.64150943 67.35849057] ; [38.35849057 68.64150943],0
v4,1,0.064078,3.428571,[90 18] ; [99  9],[94.5 13.5] ; [94.5 13.5],0
a3,1,0.066282,3.372785,[71 39] ; [82 26],[77.20183486 32.79816514] ; [75.79816514 32.20183486],0
u3,1,0.086859,2.931642,[10 29] ; [12 14],[13.2 25.8] ; [ 8.8 17.2],0
u4,1,0.093191,2.818367,[  1 109] ; [  5 103],[  3.02752294 106.97247706] ; [  2.97247706 105.02752294],0
p1,1,0.124003,2.366013,[  6 104] ; [12 95],[  9.12442396 100.87557604] ; [ 8.87557604 98.12442396],0
v1,1,0.241967,1.369098,[51 58] ; [57 47],[55.26760563 53.73239437] ; [52.73239437 51.26760563],0
u1,1,0.254014,1.301089,[  5 105] ; [ 9 99],[  7.06422018 102.93577982] ; [  6.93577982 101.06422018],0
n2,1,0.256843,1.285692,[29 12] ; [10  8],[27.10169492 13.89830508] ; [11.89830508  6.10169492],0
s4,1,0.270043,1.216529,[16 93] ; [22 86],[19.0875576 89.9124424] ; [18.9124424 89.0875576],0
d2,1,0.275706,1.188134,[51 58] ; [58 49],[55.00462963 53.99537037] ; [53.99537037 53.00462963],0
d1,1,0.27952,1.169423,[50 60] ; [57 51],[53.99082569 56.00917431] ; [53.00917431 54.99082569],0
b1,1,0.27952,1.169423,[50 60] ; [57 51],[53.99082569 56.00917431] ; [53.00917431 54.99082569],0
a6,1,0.422825,0.642449,[42 68] ; [47 61],[44.90825688 65.09174312] ; [44.09174312 63.90825688],0
n5,1,0.478098,0.503199,[92 18] ; [94 14],[93.85321101 16.14678899] ; [92.14678899 15.85321101],0
b4,1,0.503871,0.446774,[62 48] ; [56 52],[59.5412844 50.4587156] ; [58.4587156 49.5412844],0
r2,1,0.506919,0.440421,[92 14] ; [96 11],[93.55868545 12.44131455] ; [94.44131455 12.55868545],0
s1,1,0.526968,0.400236,[  4 103] ; [  6 102],[  4.97674419 102.02325581] ; [  5.02325581 102.97674419],0
p12,1,0.537519,0.380158,[  7 103] ; [ 9 96],[  8.18604651 101.81395349] ; [ 7.81395349 97.18604651],0
a8,1,0.539005,0.377387,[10 92] ; [13 91],[11.38834951 90.61165049] ; [11.61165049 92.38834951],0
b5,1,0.575364,0.31379,[51 59] ; [46 62],[48.94495413 61.05504587] ; [48.05504587 59.94495413],0
a1,1,0.73336,0.116048,[  5 105] ; [  6 102],[  5.55045872 104.44954128] ; [  5.44954128 102.55045872],0
a4,1,0.784191,0.075,[49 59] ; [47 61],[48. 60.] ; [48. 60.],0
n1,1,0.795542,0.067143,[19 22] ; [9 9],[19.45762712 21.54237288] ; [8.54237288 9.45762712],0
b2,1,0.799699,0.064383,[31 39] ; [38 44],[31.77631579 38.22368421] ; [37.22368421 44.77631579],0
b3,1,0.799699,0.064383,[31 39] ; [38 44],[31.77631579 38.22368421] ; [37.22368421 44.77631579],0
n3,1,0.850446,0.035551,[25 14] ; [12  6],[25.31578947 13.68421053] ; [11.68421053  6.31578947],0
d3,1,0.906113,0.013911,[47 63] ; [47 61],[47.43119266 62.56880734] ; [46.56880734 61.43119266],0
u2,1,0.910948,0.012509,[17 21] ; [12 14],[17.21875 20.78125] ; [11.78125 14.21875],0
a2,1,0.967584,0.001652,[  9 101] ; [ 9 99],[  9.08256881 100.91743119] ; [ 8.91743119 99.08256881],0
