Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1.2e-05,19.16521,[26 20] ; [ 30 106],[14.15384615 31.84615385] ; [41.84615385 94.15384615],1
a2,1,0.339213,0.913403,[ 7 39] ; [ 30 108],[ 9.25 36.75] ; [ 27.75 110.25],0
r4,1,0.369003,0.807018,[40  6] ; [112  26],[38.  8.] ; [114.  24.],0
n5,1,0.36909,0.806725,[29 17] ; [76 61],[26.39344262 19.60655738] ; [78.60655738 58.39344262],0
d1,1,0.442924,0.588695,[24 22] ; [63 75],[21.75 24.25] ; [65.25 72.75],0
a3,1,0.472407,0.516341,[26 20] ; [85 51],[28.05494505 17.94505495] ; [82.94505495 53.05494505],0
d4,1,0.507374,0.439479,[36 10] ; [99 36],[34.30939227 11.69060773] ; [100.69060773  34.30939227],0
a8,1,0.536961,0.381201,[ 6 37] ; [ 13 111],[ 4.89221557 38.10778443] ; [ 14.10778443 109.89221557],0
v3,1,0.61516,0.252729,[12 32] ; [41 90],[13.32571429 30.67428571] ; [39.67428571 91.32571429],0
d5,1,0.662362,0.190668,[31 15] ; [97 40],[32.17486339 13.82513661] ; [95.82513661 41.17486339],0
b4,1,0.664952,0.187564,[26 20] ; [83 55],[27.25 18.75] ; [81.75 56.25],0
a6,1,0.690914,0.158098,[26 20] ; [82 55],[27.14754098 18.85245902] ; [80.85245902 56.14754098],0
a7,1,0.765952,0.08861,[30 16] ; [86 51],[29.15846995 16.84153005] ; [86.84153005 50.15846995],0
s4,1,0.833329,0.044282,[ 6 39] ; [ 20 117],[ 6.42857143 38.57142857] ; [ 19.57142857 117.42857143],0
a4,1,0.856342,0.032773,[21 25] ; [60 76],[20.47252747 25.52747253] ; [60.52747253 75.47252747],0
a1,1,0.868076,0.02759,[ 3 43] ; [ 10 128],[ 3.25 42.75] ; [  9.75 128.25],0
v1,1,0.875426,0.024577,[18 27] ; [53 84],[17.55494505 27.44505495] ; [53.44505495 83.55494505],0
d2,1,0.896422,0.016948,[23 23] ; [69 66],[23.38121547 22.61878453] ; [68.61878453 66.38121547],0
s1,1,0.944992,0.004761,[ 3 41] ; [  9 129],[ 2.9010989 41.0989011] ; [  9.0989011 128.9010989],0
r1,1,0.980878,0.000575,[35 11] ; [104  33],[34.93989071 11.06010929] ; [104.06010929  32.93989071],0
u3,1,0.982712,0.00047,[11  9] ; [29 24],[10.95890411  9.04109589] ; [29.04109589 23.95890411],0
u1,1,1.0,0.0,[ 7 39] ; [ 21 117],[ 7. 39.] ; [ 21. 117.],0
