Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,28.393448,[81 11] ; [16 21],[69.17829457 22.82170543] ; [27.82170543  9.17829457],1
s1,1,0.491107,0.4741,[ 5 85] ; [ 1 36],[ 4.2519685 85.7480315] ; [ 1.7480315 35.2519685],0
r2,1,0.552871,0.3522,[86  5] ; [33  3],[85.26771654  5.73228346] ; [33.73228346  2.26771654],0
a1,1,0.569097,0.324196,[ 5 87] ; [ 3 34],[ 5.70542636 86.29457364] ; [ 2.29457364 34.70542636],0
p11,1,0.581309,0.304123,[69 23] ; [26 11],[67.75193798 24.24806202] ; [27.24806202  9.75193798],0
n3,1,0.592704,0.286141,[17  6] ; [13  3],[17.69230769  5.30769231] ; [12.30769231  3.69230769],0
p12,1,0.624741,0.239259,[10 81] ; [ 3 34],[ 9.2421875 81.7578125] ; [ 3.7578125 33.2421875],0
v2,1,0.639703,0.21913,[34 56] ; [12 24],[32.85714286 57.14285714] ; [13.14285714 22.85714286],0
d1,1,0.718494,0.12994,[49 43] ; [21 16],[49.92248062 42.07751938] ; [20.07751938 16.92248062],0
a2,1,0.721755,0.126817,[20 72] ; [ 7 30],[19.25581395 72.74418605] ; [ 7.74418605 29.25581395],0
r4,1,0.727879,0.121068,[80 12] ; [33  4],[80.58914729 11.41085271] ; [32.41085271  4.58914729],0
a5,1,0.783081,0.075793,[62 30] ; [24 13],[61.33333333 30.66666667] ; [24.66666667 12.33333333],0
b1,1,0.798526,0.065156,[40 52] ; [17 20],[40.65116279 51.34883721] ; [16.34883721 20.65116279],0
b4,1,0.889577,0.019276,[46 46] ; [18 19],[45.64341085 46.35658915] ; [18.35658915 18.64341085],0
a4,1,0.934894,0.006673,[43 49] ; [17 20],[42.79069767 49.20930233] ; [17.20930233 19.79069767],0
a7,1,0.968874,0.001523,[61 31] ; [24 12],[61.09375 30.90625] ; [23.90625 12.09375],0
