Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,3e-06,22.036454,[ 57 110] ; [95 63],[78.10461538 88.89538462] ; [73.89538462 84.10461538],1
p12,1,0.429018,0.62548,[ 11 167] ; [  7 157],[  9.36842105 168.63157895] ; [  8.63157895 155.36842105],0
n2,1,0.432563,0.615932,[51 18] ; [33  8],[52.69090909 16.30909091] ; [31.30909091  9.69090909],0
u2,1,0.464063,0.536078,[32 37] ; [23 20],[33.88392857 35.11607143] ; [21.11607143 21.88392857],0
d3,1,0.46942,0.523341,[111  66] ; [109  55],[114.19354839  62.80645161] ; [105.80645161  58.19354839],0
a8,1,0.537862,0.379517,[ 24 143] ; [ 25 123],[ 25.97777778 141.02222222] ; [ 23.02222222 124.97777778],0
n3,1,0.553813,0.35053,[42 25] ; [28 13],[43.42592593 23.57407407] ; [26.57407407 14.42592593],0
a7,1,0.631001,0.230706,[115  63] ; [110  54],[117.10526316  60.89473684] ; [107.89473684  56.10526316],0
a4,1,0.66767,0.184339,[ 75 103] ; [72 90],[ 76.95882353 101.04117647] ; [70.04117647 91.95882353],0
n1,1,0.749817,0.101685,[29 36] ; [17 24],[28.20754717 36.79245283] ; [17.79245283 23.20754717],0
b4,1,0.763377,0.09063,[103  76] ; [97 67],[104.37317784  74.62682216] ; [95.62682216 68.37317784],0
a6,1,0.825034,0.048874,[116  62] ; [105  59],[115.02339181  62.97660819] ; [105.97660819  58.02339181],0
d2,1,0.914986,0.011396,[82 94] ; [75 88],[81.51032448 94.48967552] ; [75.48967552 87.51032448],0
d5,1,0.960736,0.002424,[132  46] ; [122  42],[132.19883041  45.80116959] ; [121.80116959  42.19883041],0
