Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000216,13.689726,[102   7] ; [47 17],[93.87861272 15.12138728] ; [55.12138728  8.87861272],1
n2,1,0.514817,0.424263,[18  1] ; [16  2],[17.45945946  1.54054054] ; [16.54054054  1.45945946],0
p5,1,0.523898,0.406213,[12 96] ; [ 5 57],[10.8 97.2] ; [ 6.2 55.8],0
s3,1,0.559972,0.339753,[91 17] ; [56  8],[92.30232558 15.69767442] ; [54.69767442  9.30232558],0
n5,1,0.574225,0.315665,[79 28] ; [44 19],[77.41764706 29.58235294] ; [45.58235294 17.41764706],0
b1,1,0.579078,0.307727,[49 60] ; [26 38],[47.25433526 61.74566474] ; [27.74566474 36.25433526],0
a4,1,0.591177,0.288509,[25 84] ; [17 47],[26.46242775 82.53757225] ; [15.53757225 48.46242775],0
s1,1,0.591713,0.287677,[ 6 99] ; [ 5 59],[ 6.83431953 98.16568047] ; [ 4.16568047 59.83431953],0
p10,1,0.598908,0.276646,[86 20] ; [49 14],[84.67455621 21.32544379] ; [50.32544379 12.67455621],0
d2,1,0.609432,0.261003,[14 95] ; [10 54],[15.12138728 93.87861272] ; [ 8.87861272 55.12138728],0
u2,1,0.649219,0.206887,[22 23] ; [11  9],[22.84615385 22.15384615] ; [10.15384615  9.84615385],0
p8,1,0.685466,0.164038,[54 54] ; [29 33],[52.72941176 55.27058824] ; [30.27058824 31.72941176],0
s5,1,0.718365,0.130065,[48 57] ; [27 36],[46.875 58.125] ; [28.125 34.875],0
u1,1,0.742911,0.107585,[  4 105] ; [ 3 61],[  4.41040462 104.58959538] ; [ 2.58959538 61.41040462],0
d5,1,0.812692,0.056148,[61 48] ; [37 27],[61.74566474 47.25433526] ; [36.25433526 27.74566474],0
s6,1,0.822007,0.050609,[87 21] ; [50 11],[87.55029586 20.44970414] ; [49.44970414 11.55029586],0
p4,1,0.898896,0.016143,[56 53] ; [33 30],[56.40116279 52.59883721] ; [32.59883721 30.40116279],0
a5,1,0.904807,0.014302,[62 47] ; [37 27],[62.37572254 46.62427746] ; [36.62427746 27.37572254],0
n4,1,0.993591,6.5e-05,[76 32] ; [45 19],[75.97674419 32.02325581] ; [45.02325581 18.97674419],0
