Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1.1e-05,19.312449,[33 20] ; [ 7 34],[22.55319149 30.44680851] ; [17.44680851 23.55319149],1
r4,1,0.090948,2.857511,[48  5] ; [32  9],[45.10638298  7.89361702] ; [34.89361702  6.10638298],0
r1,1,0.10266,2.663727,[42 10] ; [27 14],[38.58064516 13.41935484] ; [30.41935484 10.58064516],0
b1,1,0.123592,2.371197,[33 20] ; [19 22],[29.31914894 23.68085106] ; [22.68085106 18.31914894],0
r2,1,0.151102,2.061093,[49  3] ; [35  6],[46.96774194  5.03225806] ; [37.03225806  3.96774194],0
d1,1,0.160298,1.971415,[31 22] ; [18 23],[27.62765957 25.37234043] ; [21.37234043 19.62765957],0
s3,1,0.206983,1.592405,[34 19] ; [21 20],[31.0106383 21.9893617] ; [23.9893617 17.0106383],0
b3,1,0.217681,1.519595,[10 21] ; [ 4 19],[ 8.03703704 22.96296296] ; [ 5.96296296 17.03703704],0
b2,1,0.217681,1.519595,[10 21] ; [ 4 19],[ 8.03703704 22.96296296] ; [ 5.96296296 17.03703704],0
d5,1,0.237587,1.394857,[43 10] ; [29 12],[40.59574468 12.40425532] ; [31.40425532  9.59574468],0
p8,1,0.266423,1.235071,[26 27] ; [15 25],[23.3655914 29.6344086] ; [17.6344086 22.3655914],0
a5,1,0.289739,1.120834,[39 14] ; [26 15],[36.64893617 16.35106383] ; [28.35106383 12.64893617],0
a2,1,0.325584,0.966382,[15 38] ; [ 8 33],[12.96808511 40.03191489] ; [10.03191489 30.96808511],0
a6,1,0.331944,0.941301,[27 26] ; [25 16],[29.31914894 23.68085106] ; [22.68085106 18.31914894],0
p5,1,0.336446,0.923926,[ 9 44] ; [ 4 36],[ 7.40860215 45.59139785] ; [ 5.59139785 34.40860215],0
n3,1,0.400659,0.706347,[11  8] ; [6 2],[11.96296296  7.03703704] ; [5.03703704 2.96296296],0
d3,1,0.440325,0.595436,[40 13] ; [28 13],[38.34042553 14.65957447] ; [29.65957447 11.34042553],0
v3,1,0.508365,0.437432,[20 31] ; [13 27],[18.49450549 32.50549451] ; [14.50549451 25.49450549],0
s1,1,0.566976,0.327769,[ 4 47] ; [ 2 39],[ 3.32608696 47.67391304] ; [ 2.67391304 38.32608696],0
d4,1,0.605998,0.266044,[40 13] ; [29 12],[38.90425532 14.09574468] ; [30.09574468 10.90425532],0
p3,1,0.639439,0.219476,[31 22] ; [22 19],[29.88297872 23.11702128] ; [23.11702128 17.88297872],0
r3,1,0.66678,0.185392,[48  5] ; [36  5],[47.36170213  5.63829787] ; [36.63829787  4.36170213],0
u3,1,0.681393,0.168562,[9 6] ; [14  7],[9.58333333 5.41666667] ; [13.41666667  7.58333333],0
a1,1,0.715075,0.133261,[ 2 51] ; [ 1 40],[ 1.69148936 51.30851064] ; [ 1.30851064 39.69148936],0
v2,1,0.786857,0.073113,[25 28] ; [20 20],[25.64516129 27.35483871] ; [19.35483871 20.64516129],0
n2,1,0.824016,0.049454,[11  8] ; [5 3],[11.25925926  7.74074074] ; [4.74074074 3.25925926],0
p7,1,0.850911,0.035328,[30 23] ; [24 17],[30.44680851 22.55319149] ; [23.55319149 17.44680851],0
s4,1,0.888214,0.019758,[11 42] ; [ 9 32],[11.27659574 41.72340426] ; [ 8.72340426 32.27659574],0
b5,1,0.941266,0.005428,[34 19] ; [26 15],[33.82978723 19.17021277] ; [26.17021277 14.82978723],0
a7,1,0.969709,0.001442,[36 17] ; [28 13],[36.08510638 16.91489362] ; [27.91489362 13.08510638],0
