Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,4e-05,16.878858,[254  34] ; [16 11],[246.85714286  41.14285714] ; [23.14285714  3.85714286],1
b1,1,0.467994,0.526708,[117 172] ; [ 9 18],[115.23417722 173.76582278] ; [10.76582278 16.23417722],0
p12,1,0.49556,0.464433,[ 34 255] ; [ 2 25],[ 32.92405063 256.07594937] ; [ 3.07594937 23.92405063],0
u1,1,0.505353,0.443677,[ 70 219] ; [ 5 22],[ 68.59177215 220.40822785] ; [ 6.40822785 20.59177215],0
p9,1,0.626203,0.237245,[263  24] ; [24  3],[262.32165605  24.67834395] ; [24.67834395  2.32165605],0
p5,1,0.651693,0.203773,[ 57 232] ; [ 4 21],[ 56.1433121 232.8566879] ; [ 4.8566879 20.1433121],0
s1,1,0.670696,0.18079,[  7 277] ; [ 1 25],[  7.32903226 276.67096774] ; [ 0.67096774 25.32903226],0
a8,1,0.689948,0.159142,[ 38 216] ; [ 3 22],[ 37.32616487 216.67383513] ; [ 3.67383513 21.32616487],0
n3,1,0.739397,0.110657,[30 11] ; [4 2],[29.65957447 11.34042553] ; [4.34042553 1.65957447],0
b2,1,0.750398,0.101197,[ 76 122] ; [ 8 11],[ 76.64516129 121.35483871] ; [ 7.35483871 11.64516129],0
b3,1,0.750398,0.101197,[ 76 122] ; [ 8 11],[ 76.64516129 121.35483871] ; [ 7.35483871 11.64516129],0
n2,1,0.788188,0.07218,[33  9] ; [5 1],[33.25  8.75] ; [4.75 1.25],0
n6,1,0.821465,0.050923,[259  28] ; [24  3],[258.6656051  28.3343949] ; [24.3343949  2.6656051],0
a4,1,0.867619,0.027784,[144 143] ; [14 13],[144.41401274 142.58598726] ; [13.58598726 13.41401274],0
b5,1,0.888518,0.01965,[178 111] ; [17 10],[178.33860759 110.66139241] ; [16.66139241 10.33860759],0
s3,1,0.905752,0.014018,[160 122] ; [15 12],[159.70873786 122.29126214] ; [15.29126214 11.70873786],0
s6,1,0.908179,0.013302,[209  73] ; [19  7],[208.75324675  73.24675325] ; [19.24675325  6.75324675],0
n1,1,0.913041,0.011925,[20 22] ; [3 3],[20.125 21.875] ; [2.875 3.125],0
s8,1,0.947431,0.004347,[157 129] ; [15 12],[157.1629393 128.8370607] ; [14.8370607 12.1629393],0
u2,1,0.954565,0.003246,[37 32] ; [6 5],[37.0875 31.9125] ; [5.9125 5.0875],0
b4,1,0.964904,0.001936,[170 119] ; [16 11],[170.10759494 118.89240506] ; [15.89240506 11.10759494],0
s5,1,0.979568,0.000656,[117 162] ; [10 14],[116.94059406 162.05940594] ; [10.05940594 13.94059406],0
