Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3.4e-05,17.196801,[23  4] ; [17 31],[14.4 12.6] ; [25.6 22.4],1
u3,1,0.500184,0.454545,[4 4] ; [ 8 14],[3.2 4.8] ; [ 8.8 13.2],0
r1,1,0.501763,0.451206,[ 9 19] ; [12 36],[ 7.73684211 20.26315789] ; [13.26315789 34.73684211],0
a7,1,0.54745,0.361905,[16 12] ; [24 24],[14.73684211 13.26315789] ; [25.26315789 22.73684211],0
a5,1,0.576691,0.311614,[17 12] ; [25 23],[15.81818182 13.18181818] ; [26.18181818 21.81818182],0
u1,1,0.600961,0.273549,[ 2 27] ; [ 2 46],[ 1.50649351 27.49350649] ; [ 2.49350649 45.50649351],0
n3,1,0.635256,0.225,[6 6] ; [10 14],[5.33333333 6.66666667] ; [10.66666667 13.33333333],0
n4,1,0.650947,0.204708,[16 13] ; [29 19],[16.94805195 12.05194805] ; [28.05194805 19.94805195],0
n2,1,0.665671,0.186708,[8 5] ; [13 11],[7.37837838 5.62162162] ; [13.62162162 10.37837838],0
b3,1,0.665706,0.186667,[6 9] ; [ 9 18],[5.35714286 9.64285714] ; [ 9.64285714 17.35714286],0
b2,1,0.665706,0.186667,[6 9] ; [ 9 18],[5.35714286 9.64285714] ; [ 9.64285714 17.35714286],0
p9,1,0.690408,0.158644,[18 11] ; [27 20],[17.17105263 11.82894737] ; [27.82894737 19.17105263],0
d2,1,0.697746,0.150827,[15 13] ; [23 24],[14.18666667 13.81333333] ; [23.81333333 23.18666667],0
s3,1,0.735877,0.113784,[12 15] ; [19 28],[11.31081081 15.68918919] ; [19.68918919 27.31081081],0
s4,1,0.736229,0.113469,[ 4 25] ; [ 8 40],[ 4.51948052 24.48051948] ; [ 7.48051948 40.51948052],0
u2,1,0.757782,0.095107,[3 4] ; [ 8 14],[2.65517241 4.34482759] ; [ 8.34482759 13.65517241],0
a6,1,0.835117,0.043323,[15 14] ; [26 22],[15.44155844 13.55844156] ; [25.55844156 22.44155844],0
a4,1,0.877148,0.023897,[11 18] ; [17 30],[10.68421053 18.31578947] ; [17.31578947 29.68421053],0
p1,1,0.967697,0.00164,[ 3 26] ; [ 5 42],[ 3.05263158 25.94736842] ; [ 4.94736842 42.05263158],0
