Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.007544,7.138659,[16  8] ; [ 6 16],[11.47826087 12.52173913] ; [10.52173913 11.47826087],0
s4,1,0.321813,0.981566,[ 2 22] ; [ 4 18],[ 3.13043478 20.86956522] ; [ 2.86956522 19.13043478],0
a2,1,0.321813,0.981566,[ 2 22] ; [ 4 18],[ 3.13043478 20.86956522] ; [ 2.86956522 19.13043478],0
p5,1,0.338851,0.914773,[ 3 21] ; [ 1 21],[ 2.08695652 21.91304348] ; [ 1.91304348 20.08695652],0
n1,1,0.340904,0.907029,[3 6] ; [4 3],[3.9375 5.0625] ; [3.0625 3.9375],0
s6,1,0.365216,0.819876,[13 10] ; [ 9 12],[11.5 11.5] ; [10.5 10.5],0
a5,1,0.400098,0.708033,[16  8] ; [12 10],[14.60869565  9.39130435] ; [13.39130435  8.60869565],0
p11,1,0.489402,0.477841,[14 10] ; [15  7],[15.13043478  8.86956522] ; [13.86956522  8.13043478],0
p2,1,0.492939,0.470106,[15  9] ; [11 10],[13.86666667 10.13333333] ; [12.13333333  8.86666667],0
n2,1,0.515305,0.42328,[5 4] ; [5 2],[5.625 3.375] ; [4.375 2.625],0
b1,1,0.554972,0.348485,[11 13] ; [12 10],[12. 12.] ; [11. 11.],0
v2,1,0.584149,0.299575,[15  9] ; [12 10],[14.08695652  9.91304348] ; [12.91304348  9.08695652],0
a7,1,0.584149,0.299575,[15  9] ; [12 10],[14.08695652  9.91304348] ; [12.91304348  9.08695652],0
a4,1,0.602967,0.270544,[ 7 17] ; [ 8 14],[ 7.82608696 16.17391304] ; [ 7.17391304 14.82608696],0
s1,1,0.603236,0.270143,[ 2 22] ; [ 1 21],[ 1.56521739 22.43478261] ; [ 1.43478261 20.56521739],0
d5,1,0.60903,0.26159,[19  5] ; [16  6],[18.26086957  5.73913043] ; [16.73913043  5.26086957],0
s8,1,0.655421,0.199134,[ 8 16] ; [ 6 16],[ 7.30434783 16.69565217] ; [ 6.69565217 15.30434783],0
s3,1,0.661126,0.192158,[10 13] ; [11 11],[10.73333333 12.26666667] ; [10.26666667 11.73333333],0
s7,1,0.662161,0.190909,[ 8 14] ; [ 6 14],[ 7.33333333 14.66666667] ; [ 6.66666667 13.33333333],0
s2,1,0.673214,0.177866,[ 7 16] ; [ 8 14],[ 7.66666667 15.33333333] ; [ 7.33333333 14.66666667],0
a3,1,0.712774,0.135522,[14 10] ; [14  8],[14.60869565  9.39130435] ; [13.39130435  8.60869565],0
p7,1,0.712774,0.135522,[10 14] ; [ 8 14],[ 9.39130435 14.60869565] ; [ 8.60869565 13.39130435],0
p6,1,0.763256,0.090726,[ 7 17] ; [ 7 14],[ 7.46666667 16.53333333] ; [ 6.53333333 14.46666667],0
v3,1,0.810657,0.057398,[ 5 19] ; [ 5 16],[ 5.33333333 18.66666667] ; [ 4.66666667 16.33333333],0
u3,1,0.813945,0.055385,[3 7] ; [2 6],[2.77777778 7.22222222] ; [2.22222222 5.77777778],0
n4,1,0.829333,0.046465,[16  8] ; [14  8],[15.65217391  8.34782609] ; [14.34782609  7.65217391],0
n6,1,0.832988,0.044466,[15  8] ; [15  7],[15.33333333  7.66666667] ; [14.66666667  7.33333333],0
p3,1,0.845211,0.038116,[ 7 17] ; [ 7 15],[ 7.30434783 16.69565217] ; [ 6.69565217 15.30434783],0
b2,1,0.919347,0.010253,[ 6 10] ; [5 9],[ 5.86666667 10.13333333] ; [5.13333333 8.86666667],0
b3,1,0.919347,0.010253,[ 6 10] ; [5 9],[ 5.86666667 10.13333333] ; [5.13333333 8.86666667],0
p4,1,0.958427,0.002717,[10 14] ; [ 9 13],[ 9.91304348 14.08695652] ; [ 9.08695652 12.91304348],0
p12,1,0.974346,0.001034,[ 1 22] ; [ 1 21],[ 1.02222222 21.97777778] ; [ 0.97777778 21.02222222],0
d2,1,0.979446,0.000664,[13 11] ; [12 10],[13.04347826 10.95652174] ; [11.95652174 10.04347826],0
