Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,1.6e-05,18.584526,[88 72] ; [36  3],[99.69849246 60.30150754] ; [24.30150754 14.69849246],1
n4,1,0.50337,0.447824,[98 63] ; [26 13],[99.82 61.18] ; [24.18 14.82],0
a1,1,0.515697,0.422491,[  8 153] ; [ 1 38],[  7.245 153.755] ; [ 1.755 37.245],0
d1,1,0.531705,0.391131,[75 86] ; [16 23],[73.255 87.745] ; [17.745 21.255],0
p11,1,0.549135,0.358868,[99 62] ; [26 13],[100.625  60.375] ; [24.375 14.625],0
p1,1,0.578,0.309479,[ 12 147] ; [ 4 35],[ 12.84848485 146.15151515] ; [ 3.15151515 35.84848485],0
a3,1,0.588461,0.292755,[95 65] ; [25 14],[96.48241206 63.51758794] ; [23.51758794 15.48241206],0
n5,1,0.625307,0.238479,[91 68] ; [24 15],[92.34848485 66.65151515] ; [22.65151515 16.34848485],0
s3,1,0.635778,0.224306,[ 39 120] ; [11 28],[ 40.15151515 118.84848485] ; [ 9.84848485 29.15151515],0
n1,1,0.7239,0.124786,[20 40] ; [5 8],[20.54794521 39.45205479] ; [4.45205479 8.54794521],0
p10,1,0.725984,0.122831,[94 64] ; [22 17],[93.03553299 64.96446701] ; [22.96446701 16.03553299],0
s1,1,0.761016,0.092505,[  6 155] ; [ 1 36],[  5.69191919 155.30808081] ; [ 1.30808081 35.69191919],0
d2,1,0.780988,0.077301,[65 93] ; [17 22],[65.76649746 92.23350254] ; [16.23350254 22.76649746],0
v3,1,0.823654,0.049661,[ 33 121] ; [ 9 30],[ 33.51295337 120.48704663] ; [ 8.48704663 30.51295337],0
a6,1,0.873706,0.025266,[101  60] ; [25 14],[101.43  59.57] ; [24.57 14.43],0
d3,1,0.904771,0.014313,[94 67] ; [22 15],[94.32323232 66.67676768] ; [21.67676768 15.32323232],0
a5,1,0.989947,0.000159,[91 70] ; [22 17],[90.965 70.035] ; [22.035 16.965],0
