Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,31.690986,[ 16 100] ; [17  9],[26.95774648 89.04225352] ; [ 6.04225352 19.95774648],1
r2,1,0.345267,0.890777,[104  11] ; [25  1],[105.21276596   9.78723404] ; [23.78723404  2.21276596],0
p10,1,0.368814,0.807657,[94 23] ; [22  3],[95.57746479 21.42253521] ; [20.42253521  4.57746479],0
p11,1,0.377666,0.778286,[95 22] ; [23  3],[96.54545455 20.45454545] ; [21.45454545  4.54545455],0
a2,1,0.377666,0.778286,[22 95] ; [ 3 23],[20.45454545 96.54545455] ; [ 4.54545455 21.45454545],0
d2,1,0.38439,0.756614,[52 65] ; [14 12],[54. 63.] ; [12. 14.],0
b3,1,0.432124,0.617109,[23 46] ; [7 9],[24.35294118 44.64705882] ; [ 5.64705882 10.35294118],0
b2,1,0.432124,0.617109,[23 46] ; [7 9],[24.35294118 44.64705882] ; [ 5.64705882 10.35294118],0
a6,1,0.434321,0.611241,[77 40] ; [15 11],[75.27272727 41.72727273] ; [16.72727273  9.27272727],0
n5,1,0.435999,0.606789,[81 36] ; [20  6],[82.63636364 34.36363636] ; [18.36363636  7.63636364],0
p5,1,0.440132,0.595939,[ 10 107] ; [ 1 24],[  9.06338028 107.93661972] ; [ 1.93661972 23.06338028],0
n2,1,0.466479,0.530303,[15  7] ; [5 1],[15.71428571  6.28571429] ; [4.28571429 1.71428571],0
d4,1,0.491664,0.472884,[87 30] ; [21  5],[88.36363636 28.63636364] ; [19.63636364  6.36363636],0
p6,1,0.525279,0.403516,[41 74] ; [11 15],[42.41134752 72.58865248] ; [ 9.58865248 16.41134752],0
p7,1,0.604542,0.268199,[86 30] ; [19  5],[87. 29.] ; [18.  6.],0
d5,1,0.606831,0.264815,[91 26] ; [19  7],[90. 27.] ; [20.  6.],0
u3,1,0.615167,0.252719,[18 25] ; [6 6],[18.76363636 24.23636364] ; [5.23636364 6.76363636],0
n4,1,0.655441,0.199109,[85 32] ; [20  6],[85.90909091 31.09090909] ; [19.09090909  6.90909091],0
v2,1,0.676042,0.174616,[69 45] ; [14 11],[68.07194245 45.92805755] ; [14.92805755 10.07194245],0
r4,1,0.711986,0.136302,[98 19] ; [21  5],[97.36363636 19.63636364] ; [21.63636364  4.36363636],0
p9,1,0.725847,0.122959,[97 19] ; [21  5],[96.3943662 19.6056338] ; [21.6056338  4.3943662],0
r3,1,0.740175,0.109973,[106  11] ; [23  3],[105.54545455  11.45454545] ; [23.45454545  2.54545455],0
n6,1,0.742165,0.108233,[95 21] ; [22  4],[95.57746479 20.42253521] ; [21.42253521  4.57746479],0
d1,1,0.748741,0.102592,[68 49] ; [16 10],[68.72727273 48.27272727] ; [15.27272727 10.72727273],0
d3,1,0.801221,0.063387,[78 39] ; [18  8],[78.54545455 38.45454545] ; [17.45454545  8.54545455],0
p2,1,0.823278,0.049876,[101  16] ; [22  3],[101.34507042  15.65492958] ; [21.65492958  3.34507042],0
b4,1,0.874017,0.025141,[65 52] ; [14 12],[64.63636364 52.36363636] ; [14.36363636 11.63636364],0
v3,1,0.879646,0.022927,[46 69] ; [10 14],[46.33093525 68.66906475] ; [ 9.66906475 14.33093525],0
p3,1,0.90767,0.013451,[67 50] ; [14 11],[66.73943662 50.26056338] ; [14.26056338 10.73943662],0
s1,1,0.920752,0.009898,[  4 112] ; [ 1 25],[  4.08450704 111.91549296] ; [ 0.91549296 25.08450704],0
b1,1,0.935192,0.006612,[44 73] ; [10 16],[44.18181818 72.81818182] ; [ 9.81818182 16.18181818],0
n3,1,0.943843,0.004962,[15  7] ; [4 2],[14.92857143  7.07142857] ; [4.07142857 1.92857143],0
u1,1,0.950143,0.00391,[ 13 104] ; [ 3 23],[ 13.09090909 103.90909091] ; [ 2.90909091 23.09090909],0
v4,1,0.950797,0.003808,[112   5] ; [24  1],[112.05633803   4.94366197] ; [23.94366197  1.05633803],0
p1,1,0.996186,2.3e-05,[ 14 103] ; [ 3 22],[ 14.00704225 102.99295775] ; [ 2.99295775 22.00704225],0
a5,1,1.0,0.0,[81 36] ; [18  8],[81. 36.] ; [18.  8.],0
