Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,27.55802,[34  7] ; [ 8 27],[22.65789474 18.34210526] ; [19.34210526 15.65789474],1
d5,1,0.483716,0.490474,[25 16] ; [18 16],[23.50666667 17.49333333] ; [19.49333333 14.50666667],0
p1,1,0.536697,0.381697,[ 3 38] ; [ 4 31],[ 3.77631579 37.22368421] ; [ 3.22368421 31.77631579],0
a4,1,0.551567,0.354517,[14 26] ; [10 25],[12.8 27.2] ; [11.2 23.8],0
n6,1,0.556011,0.346658,[25 16] ; [19 16],[23.73684211 17.26315789] ; [20.26315789 14.73684211],0
a7,1,0.569283,0.323883,[19 22] ; [18 16],[20.22666667 20.77333333] ; [16.77333333 17.22666667],0
a3,1,0.569283,0.323883,[19 22] ; [18 16],[20.22666667 20.77333333] ; [16.77333333 17.22666667],0
n3,1,0.572645,0.318277,[8 7] ; [6 8],[7.24137931 7.75862069] ; [6.75862069 7.24137931],0
r4,1,0.577152,0.310862,[15 26] ; [15 20],[16.18421053 24.81578947] ; [13.81578947 21.18421053],0
b5,1,0.577152,0.310862,[26 15] ; [20 15],[24.81578947 16.18421053] ; [21.18421053 13.81578947],0
p3,1,0.577586,0.310153,[12 29] ; [12 22],[13.12 27.88] ; [10.88 23.12],0
p8,1,0.6048,0.267817,[ 9 31] ; [ 6 28],[ 8.10810811 31.89189189] ; [ 6.89189189 27.10810811],0
a1,1,0.607896,0.263251,[ 5 36] ; [ 3 32],[ 4.31578947 36.68421053] ; [ 3.68421053 31.31578947],0
s7,1,0.656752,0.197493,[ 9 30] ; [ 6 26],[ 8.23943662 30.76056338] ; [ 6.76056338 25.23943662],0
d3,1,0.658047,0.195904,[22 19] ; [16 17],[21.05405405 19.94594595] ; [16.94594595 16.05405405],0
d2,1,0.662276,0.19077,[18 22] ; [14 21],[17.06666667 22.93333333] ; [14.93333333 20.06666667],0
v2,1,0.680051,0.170068,[12 28] ; [ 9 26],[11.2 28.8] ; [ 9.8 25.2],0
s3,1,0.716372,0.131996,[14 25] ; [14 21],[14.75675676 24.24324324] ; [13.24324324 21.75675676],0
s6,1,0.761971,0.091744,[11 28] ; [11 24],[11.59459459 27.40540541] ; [10.40540541 24.59459459],0
v1,1,0.773037,0.083177,[12 29] ; [11 23],[12.57333333 28.42666667] ; [10.42666667 23.57333333],0
a5,1,0.789592,0.071204,[20 21] ; [16 19],[19.42105263 21.57894737] ; [16.57894737 18.42105263],0
p10,1,0.844263,0.03859,[15 25] ; [12 22],[14.59459459 25.40540541] ; [12.40540541 21.59459459],0
p9,1,0.877081,0.023923,[20 19] ; [17 15],[20.32394366 18.67605634] ; [16.67605634 15.32394366],0
u2,1,0.899192,0.016048,[ 7 14] ; [ 6 11],[ 7.18421053 13.81578947] ; [ 5.81578947 11.18421053],0
b4,1,0.956397,0.002989,[19 22] ; [16 19],[18.88157895 22.11842105] ; [16.11842105 18.88157895],0
p6,1,0.973192,0.001129,[ 7 32] ; [ 6 28],[ 6.94520548 32.05479452] ; [ 6.05479452 27.94520548],0
p2,1,0.985499,0.00033,[20 21] ; [17 18],[19.96052632 21.03947368] ; [17.03947368 17.96052632],0
