Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,80.068217,[ 9 38] ; [261  61],[34.3902439 12.6097561] ; [235.6097561  86.3902439],1
s3,1,0.245826,1.346869,[14 31] ; [128 191],[17.55494505 27.44505495] ; [124.44505495 194.55494505],0
s2,1,0.29251,1.108032,[11 36] ; [ 99 221],[14.08719346 32.91280654] ; [ 95.91280654 224.08719346],0
n3,1,0.330324,0.947629,[13  2] ; [51 17],[11.56626506  3.43373494] ; [52.43373494 15.56626506],0
d2,1,0.339692,0.911593,[16 32] ; [131 192],[19.01886792 28.98113208] ; [127.98113208 195.01886792],0
p5,1,0.413605,0.668415,[ 5 41] ; [ 24 300],[ 3.60540541 42.39459459] ; [ 25.39459459 298.60540541],0
b4,1,0.457822,0.551215,[31 17] ; [191 133],[28.64516129 19.35483871] ; [193.35483871 130.64516129],0
s4,1,0.47996,0.498954,[ 5 42] ; [ 46 272],[ 6.56712329 40.43287671] ; [ 44.43287671 273.56712329],0
n1,1,0.495078,0.46547,[6 9] ; [21 47],[ 4.87951807 10.12048193] ; [22.12048193 45.87951807],0
v1,1,0.562442,0.335494,[22 24] ; [164 149],[23.83286908 22.16713092] ; [162.16713092 150.83286908],0
a8,1,0.605145,0.267306,[ 4 40] ; [ 35 263],[ 5.01754386 38.98245614] ; [ 33.98245614 264.01754386],0
u1,1,0.790807,0.070364,[ 5 43] ; [ 38 286],[ 5.5483871 42.4516129] ; [ 37.4516129 286.5483871],0
b5,1,0.925481,0.008748,[31 17] ; [207 117],[30.70967742 17.29032258] ; [207.29032258 116.70967742],0
