Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0003,13.070068,[16 19] ; [14 78],[ 8.26771654 26.73228346] ; [21.73228346 70.26771654],1
v1,1,0.195429,1.67621,[14 22] ; [25 67],[10.96875 25.03125] ; [28.03125 63.96875],0
p11,1,0.238185,1.391304,[21 15] ; [43 49],[18. 18.] ; [46. 46.],0
n6,1,0.242473,1.366159,[25 11] ; [53 38],[22.11023622 13.88976378] ; [55.88976378 35.11023622],0
u2,1,0.279184,1.17106,[7 9] ; [21 14],[8.78431373 7.21568627] ; [19.21568627 15.78431373],0
s5,1,0.289918,1.12,[ 8 28] ; [13 77],[ 6. 30.] ; [15. 75.],0
s2,1,0.293517,1.103419,[12 24] ; [22 69],[ 9.63779528 26.36220472] ; [24.36220472 66.63779528],0
a3,1,0.307015,1.043473,[19 17] ; [57 34],[21.54330709 14.45669291] ; [54.45669291 36.54330709],0
n3,1,0.309749,1.031746,[8 4] ; [20 20],[6.46153846 5.53846154] ; [21.53846154 18.46153846],0
a1,1,0.310019,1.030596,[ 1 35] ; [ 7 85],[ 2.25 33.75] ; [ 5.75 86.25],0
b1,1,0.337639,0.919376,[21 15] ; [45 47],[18.5625 17.4375] ; [47.4375 44.5625],0
d2,1,0.367263,0.812903,[20 16] ; [42 48],[17.71428571 18.28571429] ; [44.28571429 45.71428571],0
p1,1,0.380837,0.767998,[ 3 33] ; [ 4 87],[ 1.98425197 34.01574803] ; [ 5.01574803 85.98425197],0
n4,1,0.393365,0.728515,[20 16] ; [58 33],[22.11023622 13.88976378] ; [55.88976378 35.11023622],0
b5,1,0.402513,0.700805,[17 19] ; [51 41],[19.125 16.875] ; [48.875 43.125],0
p10,1,0.417978,0.655995,[10 25] ; [20 72],[ 8.26771654 26.73228346] ; [21.73228346 70.26771654],0
b4,1,0.434984,0.609479,[20 16] ; [58 34],[21.9375 14.0625] ; [56.0625 35.9375],0
a8,1,0.457709,0.551491,[ 2 31] ; [ 9 77],[ 3.05042017 29.94957983] ; [ 7.94957983 78.05042017],0
a4,1,0.462682,0.539398,[11 24] ; [35 56],[12.77777778 22.22222222] ; [33.22222222 57.77777778],0
s4,1,0.473658,0.51343,[ 3 32] ; [12 79],[ 4.16666667 30.83333333] ; [10.83333333 80.16666667],0
n2,1,0.545562,0.365328,[7 4] ; [23 20],[6.11111111 4.88888889] ; [23.88888889 19.11111111],0
a2,1,0.672019,0.179249,[ 7 29] ; [15 77],[ 6.1875 29.8125] ; [15.8125 76.1875],0
u3,1,0.767515,0.087395,[8 9] ; [18 17],[8.5 8.5] ; [17.5 17.5],0
b2,1,0.820552,0.051454,[ 8 18] ; [15 38],[ 7.56962025 18.43037975] ; [15.43037975 37.56962025],0
b3,1,0.820552,0.051454,[ 8 18] ; [15 38],[ 7.56962025 18.43037975] ; [15.43037975 37.56962025],0
a6,1,0.832909,0.044509,[20 16] ; [53 39],[20.53125 15.46875] ; [52.46875 39.53125],0
n5,1,0.870755,0.026471,[20 16] ; [52 39],[20.40944882 15.59055118] ; [51.59055118 39.40944882],0
r1,1,0.88588,0.020598,[25 11] ; [62 29],[24.66141732 11.33858268] ; [62.33858268 28.66141732],0
d4,1,0.904279,0.014462,[24 12] ; [61 29],[24.28571429 11.71428571] ; [60.71428571 29.28571429],0
n1,1,0.968111,0.001598,[4 7] ; [15 27],[3.94339623 7.05660377] ; [15.05660377 26.94339623],0
s1,1,0.972354,0.001201,[ 2 33] ; [ 5 85],[ 1.96 33.04] ; [ 5.04 84.96],0
