Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,23.712821,[106  11] ; [14 13],[97.5 19.5] ; [22.5  4.5],1
d1,1,0.227556,1.456071,[67 50] ; [12 15],[64.1875 52.8125] ; [14.8125 12.1875],0
b1,1,0.233681,1.418315,[46 71] ; [14 13],[48.75 68.25] ; [11.25 15.75],0
n3,1,0.244551,1.354167,[15  3] ; [5 3],[13.84615385  4.15384615] ; [6.15384615 1.84615385],0
a8,1,0.263578,1.249866,[13 92] ; [ 1 22],[11.484375 93.515625] ; [ 2.515625 20.484375],0
d5,1,0.267257,1.230769,[90 27] ; [18  9],[87.75 29.25] ; [20.25  6.75],0
b5,1,0.329859,0.949451,[66 51] ; [18  9],[68.25 48.75] ; [15.75 11.25],0
p6,1,0.363555,0.825576,[38 76] ; [ 6 19],[36.08633094 77.91366906] ; [ 7.91366906 17.08633094],0
b3,1,0.457711,0.551487,[37 42] ; [7 5],[38.1978022 40.8021978] ; [5.8021978 6.1978022],0
b2,1,0.457711,0.551487,[37 42] ; [7 5],[38.1978022 40.8021978] ; [5.8021978 6.1978022],0
n2,1,0.468011,0.526669,[13  4] ; [5 3],[12.24  4.76] ; [5.76 2.24],0
n1,1,0.48384,0.490196,[ 6 11] ; [4 4],[ 6.8 10.2] ; [3.2 4.8],0
a4,1,0.486234,0.484848,[52 65] ; [14 13],[53.625 63.375] ; [12.375 14.625],0
d2,1,0.503613,0.447314,[56 61] ; [11 16],[54.4375 62.5625] ; [12.5625 14.4375],0
u1,1,0.520393,0.413115,[ 16 101] ; [ 5 22],[17.0625 99.9375] ; [ 3.9375 23.0625],0
s7,1,0.568846,0.324617,[26 84] ; [ 7 17],[27.08955224 82.91044776] ; [ 5.91044776 18.08955224],0
s2,1,0.639369,0.219569,[25 90] ; [ 7 20],[25.91549296 89.08450704] ; [ 6.08450704 20.91549296],0
s5,1,0.672229,0.179006,[21 94] ; [ 4 23],[20.24647887 94.75352113] ; [ 4.75352113 22.24647887],0
p1,1,0.675167,0.175618,[ 10 107] ; [ 3 24],[ 10.5625 106.4375] ; [ 2.4375 24.5625],0
a2,1,0.685774,0.163698,[22 95] ; [ 6 21],[22.75 94.25] ; [ 5.25 21.75],0
a7,1,0.702467,0.145918,[81 36] ; [17  9],[80.18181818 36.81818182] ; [17.81818182  8.18181818],0
u3,1,0.749085,0.102302,[18 14] ; [5 3],[18.4 13.6] ; [4.6 3.4],0
s3,1,0.842205,0.03963,[32 83] ; [ 7 20],[31.58450704 83.41549296] ; [ 7.41549296 19.58450704],0
d3,1,0.845152,0.038145,[76 41] ; [17 10],[75.5625 41.4375] ; [17.4375  9.5625],0
a3,1,0.964699,0.001959,[85 32] ; [19  7],[85.09090909 31.90909091] ; [18.90909091  7.09090909],0
