Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1.2e-05,19.118544,[50  1] ; [8 6],[45.50769231  5.49230769] ; [12.49230769  1.50769231],1
p8,1,0.6721,0.179156,[21 29] ; [5 9],[20.3125 29.6875] ; [5.6875 8.3125],0
s5,1,0.683591,0.166112,[10 39] ; [ 2 11],[ 9.48387097 39.51612903] ; [ 2.51612903 10.48387097],0
p6,1,0.702189,0.146205,[17 33] ; [ 4 10],[16.40625 33.59375] ; [4.59375 9.40625],0
u1,1,0.766378,0.088278,[ 9 42] ; [ 2 12],[ 8.63076923 42.36923077] ; [ 2.36923077 11.63076923],0
a6,1,0.811468,0.056898,[31 20] ; [9 5],[31.38461538 19.61538462] ; [8.61538462 5.38461538],0
p9,1,0.840889,0.040303,[38 12] ; [11  3],[38.28125 11.71875] ; [10.71875  3.28125],0
d4,1,0.880085,0.022759,[41 10] ; [11  3],[40.8 10.2] ; [11.2  2.8],0
p3,1,0.892196,0.018367,[22 27] ; [6 8],[21.77777778 27.22222222] ; [6.22222222 7.77777778],0
d1,1,0.948179,0.004224,[25 26] ; [7 7],[25.10769231 25.89230769] ; [6.89230769 7.10769231],0
a2,1,0.957127,0.00289,[ 7 44] ; [ 2 12],[ 7.06153846 43.93846154] ; [ 1.93846154 12.06153846],0
a4,1,0.976766,0.000848,[18 33] ; [5 9],[18.04615385 32.95384615] ; [4.95384615 9.04615385],0
d3,1,0.984288,0.000388,[32 18] ; [9 5],[32.03125 17.96875] ; [8.96875 5.03125],0
b1,1,0.985042,0.000351,[22 29] ; [6 8],[21.96923077 29.03076923] ; [6.03076923 7.96923077],0
