Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,26.811671,[ 5 53] ; [16 10],[14.5 43.5] ; [ 6.5 19.5],1
d3,1,0.271897,1.207154,[11 47] ; [ 8 19],[12.96470588 45.03529412] ; [ 6.03529412 20.96470588],0
a3,1,0.273368,1.199766,[26 30] ; [16 11],[28.3373494 27.6626506] ; [13.6626506 13.3373494],0
a8,1,0.274918,1.192042,[ 5 49] ; [ 4 18],[ 6.39473684 47.60526316] ; [ 2.60526316 19.39473684],0
s7,1,0.278234,1.175695,[13 43] ; [ 9 17],[15.02439024 40.97560976] ; [ 6.97560976 19.02439024],0
s2,1,0.288488,1.126664,[14 43] ; [ 9 16],[15.98780488 41.01219512] ; [ 7.01219512 17.98780488],0
a2,1,0.319642,0.990409,[ 3 55] ; [ 3 24],[ 4.09411765 53.90588235] ; [ 1.90588235 25.09411765],0
a4,1,0.347051,0.884211,[ 8 49] ; [ 6 21],[ 9.5 47.5] ; [ 4.5 22.5],0
a5,1,0.356779,0.849198,[26 32] ; [15 12],[27.97647059 30.02352941] ; [13.02352941 13.97647059],0
p12,1,0.422277,0.64397,[ 2 56] ; [ 2 25],[ 2.72941176 55.27058824] ; [ 1.27058824 25.72941176],0
b1,1,0.4559,0.555943,[22 36] ; [ 8 19],[20.47058824 37.52941176] ; [ 9.52941176 17.47058824],0
u2,1,0.468541,0.525415,[ 8 24] ; [4 7],[ 8.93023256 23.06976744] ; [3.06976744 7.93023256],0
n3,1,0.522007,0.409927,[17  9] ; [4 1],[17.61290323  8.38709677] ; [3.38709677 1.61290323],0
n5,1,0.599119,0.276326,[42 16] ; [21  6],[42.98823529 15.01176471] ; [20.01176471  6.98823529],0
s3,1,0.607364,0.264031,[20 35] ; [11 15],[21.04938272 33.95061728] ; [ 9.95061728 16.04938272],0
b4,1,0.663191,0.189671,[33 25] ; [14 13],[32.07058824 25.92941176] ; [14.92941176 12.07058824],0
p5,1,0.683486,0.166228,[ 3 55] ; [ 2 25],[ 3.41176471 54.58823529] ; [ 1.58823529 25.41176471],0
n2,1,0.691801,0.157143,[20  8] ; [4 1],[20.36363636  7.63636364] ; [3.63636364 1.36363636],0
s4,1,0.77886,0.078851,[10 48] ; [ 4 23],[ 9.55294118 48.44705882] ; [ 4.44705882 22.55294118],0
p8,1,0.805288,0.060767,[12 46] ; [ 6 20],[12.42857143 45.57142857] ; [ 5.57142857 20.42857143],0
s1,1,0.832636,0.044657,[ 5 52] ; [ 2 25],[ 4.75 52.25] ; [ 2.25 24.75],0
p1,1,0.89846,0.016284,[ 7 51] ; [ 3 24],[ 6.82352941 51.17647059] ; [ 3.17647059 23.82352941],0
n1,1,0.97598,0.000907,[11 17] ; [2 3],[11.03030303 16.96969697] ; [1.96969697 3.03030303],0
v3,1,0.989577,0.000171,[15 41] ; [ 7 19],[15.02439024 40.97560976] ; [ 6.97560976 19.02439024],0
