Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,32.626138,[81 13] ; [ 8 18],[69.71666667 24.28333333] ; [19.28333333  6.71666667],1
p10,1,0.482926,0.492248,[73 21] ; [17  7],[71.69491525 22.30508475] ; [18.30508475  5.69491525],0
u3,1,0.488422,0.48,[16  4] ; [9 1],[16.66666667  3.33333333] ; [8.33333333 1.66666667],0
d5,1,0.589381,0.291311,[80 15] ; [23  3],[80.8677686 14.1322314] ; [22.1322314  3.8677686],0
d3,1,0.610957,0.258784,[60 35] ; [15 11],[58.88429752 36.11570248] ; [16.11570248  9.88429752],0
a7,1,0.614117,0.254223,[67 28] ; [17  9],[65.95041322 29.04958678] ; [18.04958678  7.95041322],0
n2,1,0.636871,0.222857,[16  9] ; [10  4],[16.66666667  8.33333333] ; [9.33333333 4.66666667],0
p8,1,0.66021,0.193268,[26 69] ; [ 6 20],[25.12396694 69.87603306] ; [ 6.87603306 19.12396694],0
s3,1,0.695471,0.153227,[68 25] ; [18  8],[67.21008403 25.78991597] ; [18.78991597  7.21008403],0
s6,1,0.711579,0.136705,[79 16] ; [20  5],[78.375 16.625] ; [20.625  4.375],0
p2,1,0.76911,0.086165,[65 30] ; [17  9],[64.38016529 30.61983471] ; [17.61983471  8.38016529],0
a6,1,0.80184,0.062984,[61 34] ; [16 10],[60.45454545 34.54545455] ; [16.54545455  9.45454545],0
n1,1,0.804025,0.061574,[13 11] ; [7 7],[12.63157895 11.36842105] ; [7.36842105 6.63157895],0
s2,1,0.83331,0.044293,[66 27] ; [19  7],[66.42857143 26.57142857] ; [18.57142857  7.42857143],0
p1,1,0.882601,0.021807,[10 85] ; [ 3 23],[10.20661157 84.79338843] ; [ 2.79338843 23.20661157],0
b1,1,0.887014,0.020188,[38 57] ; [10 16],[37.68595041 57.31404959] ; [10.31404959 15.68595041],0
r3,1,0.904817,0.014299,[87  8] ; [24  2],[87.14876033  7.85123967] ; [23.85123967  2.14876033],0
a1,1,0.93408,0.006841,[ 4 91] ; [ 1 25],[ 3.92561983 91.07438017] ; [ 1.07438017 24.92561983],0
v4,1,0.93408,0.006841,[91  4] ; [25  1],[91.07438017  3.92561983] ; [24.92561983  1.07438017],0
u4,1,0.93408,0.006841,[ 4 91] ; [ 1 25],[ 3.92561983 91.07438017] ; [ 1.07438017 24.92561983],0
