Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.006526,7.398909,[8 9] ; [58 15],[12.46666667  4.53333333] ; [53.53333333 19.46666667],0
n4,1,0.264186,1.24669,[10  7] ; [53 20],[11.9  5.1] ; [51.1 21.9],0
a6,1,0.27102,1.211575,[8 9] ; [45 28],[10.01111111  6.98888889] ; [42.98888889 30.01111111],0
p8,1,0.311362,1.024891,[ 7 10] ; [40 33],[8.87777778 8.12222222] ; [38.12222222 34.87777778],0
s6,1,0.364762,0.821431,[9 8] ; [46 25],[10.625  6.375] ; [44.375 26.625],0
a2,1,0.446243,0.580177,[ 1 16] ; [ 9 64],[ 1.88888889 15.11111111] ; [ 8.11111111 64.88888889],0
a4,1,0.446243,0.580177,[ 7 10] ; [23 50],[ 5.66666667 11.33333333] ; [24.33333333 48.66666667],0
a1,1,0.495544,0.464466,[ 2 15] ; [ 5 68],[ 1.32222222 15.67777778] ; [ 5.67777778 67.32222222],0
u3,1,0.503623,0.447293,[2 4] ; [14 15],[2.74285714 3.25714286] ; [13.25714286 15.74285714],0
d5,1,0.510579,0.432881,[12  5] ; [57 16],[13.03333333  3.96666667] ; [55.96666667 17.03333333],0
n1,1,0.521245,0.411429,[3 6] ; [7 8],[3.75 5.25] ; [6.25 8.75],0
d1,1,0.56476,0.33153,[9 8] ; [33 40],[7.93333333 9.06666667] ; [34.06666667 38.93333333],0
n5,1,0.621097,0.244329,[11  6] ; [51 21],[11.84269663  5.15730337] ; [50.15730337 21.84269663],0
a3,1,0.660108,0.193392,[11  6] ; [43 30],[10.2  6.8] ; [43.8 29.2],0
b1,1,0.687279,0.162047,[ 7 10] ; [34 39],[7.74444444 9.25555556] ; [33.25555556 39.74444444],0
a8,1,0.703966,0.144379,[ 1 16] ; [ 6 63],[ 1.38372093 15.61627907] ; [ 5.61627907 63.38372093],0
b2,1,0.777176,0.080089,[4 7] ; [15 32],[3.60344828 7.39655172] ; [15.39655172 31.60344828],0
b3,1,0.777176,0.080089,[4 7] ; [15 32],[3.60344828 7.39655172] ; [15.39655172 31.60344828],0
s2,1,0.787699,0.072522,[9 8] ; [36 37],[8.5 8.5] ; [36.5 36.5],0
s5,1,0.791132,0.070141,[ 5 10] ; [20 47],[ 4.57317073 10.42682927] ; [20.42682927 46.57317073],0
b5,1,0.814579,0.055001,[11  6] ; [45 28],[10.57777778  6.42222222] ; [45.42222222 27.57777778],0
s3,1,0.845466,0.037989,[9 8] ; [40 32],[9.35955056 7.64044944] ; [39.64044944 32.35955056],0
v2,1,0.845466,0.037989,[8 9] ; [32 40],[7.64044944 9.35955056] ; [32.35955056 39.64044944],0
d4,1,0.922348,0.009502,[13  4] ; [55 18],[12.84444444  4.15555556] ; [55.15555556 17.84444444],0
r2,1,0.941457,0.005393,[14  3] ; [59 12],[14.10227273  2.89772727] ; [58.89772727 12.10227273],0
