Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,5e-06,21.02558,[14 31] ; [69 27],[26.4893617 18.5106383] ; [56.5106383 39.4893617],1
r4,1,0.282611,1.154493,[31 14] ; [75 22],[33.5915493 11.4084507] ; [72.4084507 24.5915493],0
a5,1,0.291735,1.111597,[18 27] ; [48 49],[20.91549296 24.08450704] ; [45.08450704 51.91549296],0
a2,1,0.303492,1.058785,[ 3 42] ; [12 85],[ 4.75352113 40.24647887] ; [10.24647887 86.75352113],0
r2,1,0.305642,1.049415,[37  8] ; [85 11],[38.93617021  6.06382979] ; [83.06382979 12.93617021],0
s4,1,0.355395,0.8541,[ 8 37] ; [24 73],[10.14084507 34.85915493] ; [21.85915493 75.14084507],0
s3,1,0.432324,0.616573,[17 28] ; [43 53],[19.14893617 25.85106383] ; [40.85106383 55.14893617],0
p11,1,0.43249,0.616127,[30 15] ; [58 39],[27.88732394 17.11267606] ; [60.11267606 36.88732394],0
u3,1,0.47746,0.504659,[11 13] ; [22 18],[12.375 11.625] ; [20.625 19.375],0
p7,1,0.531781,0.390987,[19 26] ; [33 57],[17.33333333 27.66666667] ; [34.66666667 55.33333333],0
s5,1,0.548748,0.359566,[12 31] ; [22 73],[10.5942029 32.4057971] ; [23.4057971 71.5942029],0
s1,1,0.560594,0.338676,[ 1 44] ; [ 4 92],[ 1.59574468 43.40425532] ; [ 3.40425532 92.59574468],0
p12,1,0.563423,0.333812,[ 1 43] ; [ 1 96],[ 0.62411348 43.37588652] ; [ 1.37588652 95.62411348],0
p5,1,0.568788,0.324715,[ 1 43] ; [ 1 95],[ 0.62857143 43.37142857] ; [ 1.37142857 94.62857143],0
v4,1,0.593079,0.285562,[38  6] ; [85 10],[38.9352518  5.0647482] ; [84.0647482 10.9352518],0
n6,1,0.679313,0.1709,[29 16] ; [59 38],[27.88732394 17.11267606] ; [60.11267606 36.88732394],0
v1,1,0.700462,0.147992,[18 26] ; [36 60],[16.97142857 27.02857143] ; [37.02857143 58.97142857],0
p6,1,0.723315,0.125339,[ 5 38] ; [13 81],[ 5.64963504 37.35036496] ; [12.35036496 81.64963504],0
n3,1,0.726347,0.122493,[14 10] ; [22 13],[14.6440678  9.3559322] ; [21.3559322 13.6440678],0
d2,1,0.763616,0.090442,[16 29] ; [32 65],[15.21126761 29.78873239] ; [32.78873239 64.21126761],0
b4,1,0.798595,0.06511,[27 18] ; [56 41],[26.3028169 18.6971831] ; [56.6971831 40.3028169],0
p3,1,0.867797,0.027708,[ 7 38] ; [16 80],[ 7.34042553 37.65957447] ; [15.65957447 80.34042553],0
n1,1,0.917814,0.010648,[ 6 19] ; [ 8 27],[ 5.83333333 19.16666667] ; [ 8.16666667 26.83333333],0
p1,1,0.939281,0.005802,[ 2 43] ; [ 4 92],[ 1.91489362 43.08510638] ; [ 4.08510638 91.91489362],0
b2,1,0.970572,0.001361,[ 6 14] ; [13 31],[ 5.9375 14.0625] ; [13.0625 30.9375],0
b3,1,0.970572,0.001361,[ 6 14] ; [13 31],[ 5.9375 14.0625] ; [13.0625 30.9375],0
