Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,6e-06,20.521429,[24 12] ; [ 4 28],[14.82352941 21.17647059] ; [13.17647059 18.82352941],1
b2,1,0.309657,1.032137,[18 11] ; [10 11],[16.24 12.76] ; [11.76  9.24],0
b3,1,0.309657,1.032137,[18 11] ; [10 11],[16.24 12.76] ; [11.76  9.24],0
p6,1,0.31611,1.004973,[19 18] ; [13 20],[16.91428571 20.08571429] ; [15.08571429 17.91428571],0
a8,1,0.347648,0.882025,[ 7 24] ; [ 4 26],[ 5.59016393 25.40983607] ; [ 5.40983607 24.59016393],0
a2,1,0.367436,0.812317,[ 9 29] ; [ 5 28],[ 7.49295775 30.50704225] ; [ 6.50704225 26.49295775],0
p2,1,0.371931,0.797204,[32  6] ; [25  8],[30.50704225  7.49295775] ; [26.49295775  6.50704225],0
p10,1,0.371931,0.797204,[32  6] ; [25  8],[30.50704225  7.49295775] ; [26.49295775  6.50704225],0
b1,1,0.419714,0.651116,[15 23] ; [10 23],[13.38028169 24.61971831] ; [11.61971831 21.38028169],0
p1,1,0.529525,0.395302,[ 2 36] ; [ 3 30],[ 2.67605634 35.32394366] ; [ 2.32394366 30.67605634],0
n2,1,0.539222,0.376984,[5 2] ; [10  2],[5.52631579 1.47368421] ; [9.47368421 2.52631579],0
p8,1,0.546305,0.363978,[20 18] ; [15 18],[18.73239437 19.26760563] ; [16.26760563 16.73239437],0
p5,1,0.550165,0.357022,[ 4 34] ; [ 2 29],[ 3.30434783 34.69565217] ; [ 2.69565217 28.30434783],0
u3,1,0.550985,0.355556,[3 1] ; [7 5],[2.5 1.5] ; [7.5 4.5],0
d4,1,0.55569,0.347222,[32  6] ; [26  7],[31.04225352  6.95774648] ; [26.95774648  6.04225352],0
p4,1,0.610858,0.258928,[23 15] ; [18 15],[21.94366197 16.05633803] ; [19.05633803 13.94366197],0
a1,1,0.640879,0.217594,[ 2 36] ; [ 1 32],[ 1.6056338 36.3943662] ; [ 1.3943662 31.6056338],0
n5,1,0.709505,0.138772,[28 10] ; [23 10],[27.29577465 10.70422535] ; [23.70422535  9.29577465],0
n3,1,0.709815,0.138462,[4 2] ; [9 3],[4.33333333 1.66666667] ; [8.66666667 3.33333333],0
n6,1,0.75716,0.095612,[31  7] ; [27  5],[31.48571429  6.51428571] ; [26.51428571  5.48571429],0
n4,1,0.768137,0.086915,[31  7] ; [26  7],[30.50704225  7.49295775] ; [26.49295775  6.50704225],0
s2,1,0.787746,0.072489,[15 23] ; [12 21],[14.45070423 23.54929577] ; [12.54929577 20.45070423],0
s3,1,0.800836,0.063638,[15 23] ; [14 19],[15.52112676 22.47887324] ; [13.47887324 19.52112676],0
s1,1,0.919331,0.010257,[ 1 37] ; [ 1 32],[ 1.07042254 36.92957746] ; [ 0.92957746 32.07042254],0
u2,1,1.0,0.0,[2 2] ; [6 6],[2. 2.] ; [6. 6.],0
