Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,31.606161,[10 22] ; [84 17],[22.61654135  9.38345865] ; [71.38345865 29.61654135],1
p2,1,0.405406,0.692232,[25  7] ; [72 30],[23.1641791  8.8358209] ; [73.8358209 28.1641791],0
s7,1,0.424908,0.636701,[21 10] ; [75 25],[22.71755725  8.28244275] ; [73.28244275 26.71755725],0
r1,1,0.431611,0.618485,[25  7] ; [85 16],[26.46616541  5.53383459] ; [83.53383459 17.46616541],0
d3,1,0.433619,0.61311,[21 11] ; [59 43],[19.10447761 12.89552239] ; [60.89552239 41.10447761],0
p9,1,0.462768,0.539192,[28  3] ; [86 15],[26.77272727  4.22727273] ; [87.22727273 13.77272727],0
b4,1,0.495785,0.463946,[16 16] ; [58 44],[17.67164179 14.32835821] ; [56.32835821 45.67164179],0
d4,1,0.502612,0.449416,[25  7] ; [85 17],[26.26865672  5.73134328] ; [83.73134328 18.26865672],0
v4,1,0.540801,0.374057,[31  1] ; [96  6],[30.32835821  1.67164179] ; [96.67164179  5.32835821],0
n3,1,0.564222,0.332447,[8 5] ; [17  7],[8.78378378 4.21621622] ; [16.21621622  7.78378378],0
r2,1,0.594835,0.282857,[30  2] ; [96  4],[30.54545455  1.45454545] ; [95.45454545  4.54545455],0
n1,1,0.64155,0.216721,[7 6] ; [11 13],[6.32432432 6.67567568] ; [11.67567568 12.32432432],0
p1,1,0.643573,0.214099,[ 2 30] ; [ 9 93],[ 2.62686567 29.37313433] ; [ 8.37313433 93.62686567],0
r4,1,0.643573,0.214099,[30  2] ; [93  9],[29.37313433  2.62686567] ; [93.62686567  8.37313433],0
s6,1,0.648,0.208431,[26  5] ; [81 20],[25.12878788  5.87121212] ; [81.87121212 19.12878788],0
b5,1,0.648215,0.208159,[18 14] ; [62 40],[19.10447761 12.89552239] ; [60.89552239 41.10447761],0
u2,1,0.664001,0.1887,[8 4] ; [13  9],[7.41176471 4.58823529] ; [13.58823529  8.41176471],0
r3,1,0.671524,0.179825,[31  1] ; [97  5],[30.56716418  1.43283582] ; [97.43283582  4.56716418],0
a1,1,0.671524,0.179825,[ 1 31] ; [ 5 97],[ 1.43283582 30.56716418] ; [ 4.56716418 97.43283582],0
p10,1,0.675332,0.175428,[27  4] ; [84 16],[26.26717557  4.73282443] ; [84.73282443 15.26717557],0
d5,1,0.683138,0.166615,[26  6] ; [86 16],[26.74626866  5.25373134] ; [85.25373134 16.74626866],0
p5,1,0.69375,0.155055,[ 1 30] ; [ 5 97],[ 1.39849624 29.60150376] ; [ 4.60150376 97.39849624],0
n2,1,0.825309,0.048718,[10  3] ; [20  5],[10.26315789  2.73684211] ; [19.73684211  5.26315789],0
v1,1,0.846331,0.037559,[16 15] ; [52 45],[16.46875 14.53125] ; [51.53125 45.46875],0
p12,1,0.916008,0.011123,[ 2 29] ; [ 7 93],[ 2.12977099 28.87022901] ; [ 6.87022901 93.12977099],0
