Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,135.057837,[315   9] ; [14 21],[296.92479109  27.07520891] ; [32.07520891  2.92479109],1
d3,1,0.187249,1.73913,[224 100] ; [21 15],[220.5 103.5] ; [24.5 11.5],0
r1,1,0.199048,1.649346,[269  53] ; [27  9],[266.23463687  55.76536313] ; [29.76536313  6.23463687],0
u1,1,0.223543,1.481481,[ 84 240] ; [ 6 30],[ 81. 243.] ; [ 9. 27.],0
s8,1,0.227331,1.457481,[177 145] ; [15 19],[173.66292135 148.33707865] ; [18.33707865 15.66292135],0
r2,1,0.236773,1.399707,[309  13] ; [33  3],[307.60893855  14.39106145] ; [34.39106145  1.60893855],0
p6,1,0.26104,1.263231,[161 161] ; [14 21],[157.84313725 164.15686275] ; [17.15686275 17.84313725],0
n2,1,0.293819,1.102041,[34  8] ; [8 4],[32.66666667  9.33333333] ; [9.33333333 2.66666667],0
a1,1,0.378795,0.77461,[ 21 303] ; [ 1 35],[ 19.8 304.2] ; [ 2.2 33.8],0
s2,1,0.433266,0.614053,[183 138] ; [17 17],[180.84507042 140.15492958] ; [19.15492958 14.84507042],0
u4,1,0.436119,0.606472,[ 10 313] ; [ 2 34],[ 10.79665738 312.20334262] ; [ 1.20334262 34.79665738],0
p1,1,0.449232,0.572588,[ 41 282] ; [ 3 33],[ 39.58774373 283.41225627] ; [ 4.41225627 31.58774373],0
n3,1,0.506729,0.440816,[32 10] ; [8 4],[31.11111111 10.88888889] ; [8.88888889 3.11111111],0
d2,1,0.559269,0.340972,[178 145] ; [18 18],[176.3454039 146.6545961] ; [19.6545961 16.3454039],0
s4,1,0.647783,0.208706,[ 54 265] ; [ 7 28],[ 54.96892655 264.03107345] ; [ 6.03107345 28.96892655],0
v4,1,0.66632,0.185936,[309  13] ; [34  2],[308.50837989  13.49162011] ; [34.49162011  1.50837989],0
b2,1,0.708368,0.139912,[ 92 121] ; [ 9 14],[ 91.15677966 121.84322034] ; [ 9.84322034 13.15677966],0
b3,1,0.708368,0.139912,[ 92 121] ; [ 9 14],[ 91.15677966 121.84322034] ; [ 9.84322034 13.15677966],0
s6,1,0.740013,0.110115,[230  84] ; [24 10],[229.18390805  84.81609195] ; [24.81609195  9.18390805],0
s3,1,0.780682,0.077523,[194 127] ; [22 13],[194.76404494 126.23595506] ; [21.23595506 13.76404494],0
p5,1,0.850455,0.035547,[ 67 254] ; [ 8 28],[ 67.43697479 253.56302521] ; [ 7.56302521 28.43697479],0
u3,1,0.867853,0.027684,[40 31] ; [7 6],[39.72619048 31.27380952] ; [7.27380952 5.72619048],0
a8,1,0.88183,0.022097,[ 44 247] ; [ 5 26],[ 44.2826087 246.7173913] ; [ 4.7173913 26.2826087],0
b4,1,0.943554,0.005013,[182 142] ; [20 16],[181.8 142.2] ; [20.2 15.8],0
a7,1,0.945693,0.00464,[235  88] ; [26 10],[234.82729805  88.17270195] ; [26.17270195  9.82729805],0
