Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,86.562298,[ 9 35] ; [232  41],[33.4511041 10.5488959] ; [207.5488959  65.4511041],1
v3,1,0.008908,6.841103,[ 3 40] ; [ 66 199],[ 9.63311688 33.36688312] ; [ 59.36688312 205.63311688],0
u2,1,0.011308,6.416294,[ 5 17] ; [54 49],[10.384 11.616] ; [48.616 54.384],0
p6,1,0.022431,5.21205,[ 4 38] ; [ 69 201],[ 9.82692308 32.17307692] ; [ 63.17307692 206.82692308],0
d5,1,0.050806,3.81466,[26 18] ; [199  72],[31.42857143 12.57142857] ; [193.57142857  77.42857143],0
s7,1,0.053995,3.712843,[ 5 36] ; [ 68 193],[ 9.91059603 31.08940397] ; [ 63.08940397 197.91059603],0
b1,1,0.067337,3.34677,[23 21] ; [103 170],[17.48895899 26.51104101] ; [108.51104101 164.48895899],0
p4,1,0.068227,3.325174,[13 31] ; [118 149],[18.53376206 25.46623794] ; [112.46623794 154.53376206],0
a1,1,0.079089,3.083519,[ 5 39] ; [ 13 260],[ 2.49842271 41.50157729] ; [ 15.50157729 257.49842271],0
p1,1,0.083121,3.002793,[ 6 38] ; [ 17 253],[ 3.22292994 40.77707006] ; [ 19.77707006 250.22292994],0
b5,1,0.092664,2.827473,[20 24] ; [161 112],[25.12302839 18.87697161] ; [155.87697161 117.12302839],0
b2,1,0.092719,2.826527,[11 16] ; [ 36 108],[ 7.42105263 19.57894737] ; [ 39.57894737 104.42105263],0
b3,1,0.092719,2.826527,[11 16] ; [ 36 108],[ 7.42105263 19.57894737] ; [ 39.57894737 104.42105263],0
a2,1,0.096953,2.754957,[ 3 41] ; [ 45 228],[ 6.66246057 37.33753943] ; [ 41.33753943 231.66246057],0
n1,1,0.10084,2.692203,[10 11] ; [23 57],[ 6.86138614 14.13861386] ; [26.13861386 53.86138614],0
p3,1,0.107615,2.588896,[10 34] ; [ 95 176],[14.66666667 29.33333333] ; [ 90.33333333 180.66666667],0
s1,1,0.108382,2.57765,[ 4 40] ; [ 10 260],[ 1.96178344 42.03821656] ; [ 12.03821656 257.96178344],0
s2,1,0.109226,2.565386,[ 9 35] ; [ 88 183],[13.54920635 30.45079365] ; [ 83.45079365 187.54920635],0
a3,1,0.18668,1.743624,[22 21] ; [168 104],[25.93650794 17.06349206] ; [164.06349206 107.93650794],0
d4,1,0.193966,1.687231,[29 15] ; [203  67],[32.50955414 11.49044586] ; [199.49044586  70.50955414],0
d2,1,0.199438,1.646485,[21 22] ; [104 166],[17.17252396 25.82747604] ; [107.82747604 162.17252396],0
a5,1,0.213992,1.544211,[23 21] ; [169 103],[26.73417722 17.26582278] ; [165.26582278 106.73417722],0
u1,1,0.280174,1.166247,[ 2 42] ; [ 26 247],[ 3.88643533 40.11356467] ; [ 24.11356467 248.88643533],0
b4,1,0.293683,1.102661,[29 15] ; [157 116],[25.8170347 18.1829653] ; [160.1829653 112.8170347],0
v2,1,0.355915,0.852257,[13 30] ; [ 98 163],[15.70065789 27.29934211] ; [ 95.29934211 165.70065789],0
s4,1,0.459356,0.547464,[ 6 38] ; [ 49 220],[ 7.73162939 36.26837061] ; [ 47.26837061 221.73162939],0
s5,1,0.504388,0.445692,[ 8 35] ; [ 61 202],[ 9.69607843 33.30392157] ; [ 59.30392157 203.69607843],0
p12,1,0.632133,0.229179,[ 1 43] ; [ 10 260],[ 1.54140127 42.45859873] ; [  9.45859873 260.54140127],0
a4,1,0.707174,0.141116,[15 28] ; [103 169],[16.10793651 26.89206349] ; [101.89206349 170.10793651],0
n4,1,0.778511,0.079107,[28 16] ; [179  93],[28.82278481 15.17721519] ; [178.17721519  93.82278481],0
p5,1,0.784028,0.075117,[ 3 40] ; [ 16 255],[ 2.60191083 40.39808917] ; [ 16.39808917 254.60191083],0
a8,1,0.822213,0.05049,[ 4 38] ; [ 27 226],[ 4.41355932 37.58644068] ; [ 26.58644068 226.41355932],0
d1,1,0.851933,0.034839,[19 25] ; [122 151],[19.57097792 24.42902208] ; [121.42902208 151.57097792],0
s3,1,0.946515,0.0045,[17 26] ; [107 160],[17.2 25.8] ; [106.8 160.2],0
n5,1,0.950722,0.003819,[27 17] ; [167 103],[27.18471338 16.81528662] ; [166.81528662 103.18471338],0
