Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,36.673364,[64  9] ; [ 2 13],[54.75 18.25] ; [11.25  3.75],1
p8,1,0.637019,0.222662,[40 35] ; [7 8],[39.16666667 35.83333333] ; [7.83333333 7.16666667],0
u1,1,0.647315,0.209302,[ 3 72] ; [ 1 14],[ 3.33333333 71.66666667] ; [ 0.66666667 14.33333333],0
s2,1,0.777297,0.08,[38 37] ; [7 8],[37.5 37.5] ; [7.5 7.5],0
d2,1,0.816496,0.053849,[27 47] ; [ 5 10],[26.60674157 47.39325843] ; [5.39325843 9.60674157],0
d4,1,0.826353,0.048128,[57 18] ; [11  4],[56.66666667 18.33333333] ; [11.33333333  3.66666667],0
b5,1,0.845815,0.037815,[47 28] ; [9 6],[46.66666667 28.33333333] ; [9.33333333 5.66666667],0
d3,1,0.848615,0.036437,[43 32] ; [9 6],[43.33333333 31.66666667] ; [8.66666667 6.33333333],0
a1,1,0.860283,0.030981,[ 6 69] ; [ 1 14],[ 5.83333333 69.16666667] ; [ 1.16666667 13.83333333],0
s5,1,0.86419,0.029255,[21 47] ; [ 4 10],[20.73170732 47.26829268] ; [4.26829268 9.73170732],0
b1,1,0.924588,0.00896,[34 41] ; [7 8],[34.16666667 40.83333333] ; [6.83333333 8.16666667],0
