Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,38.081797,[ 9 19] ; [94 13],[21.36296296  6.63703704] ; [81.63703704 25.36296296],1
p3,1,0.112142,2.523768,[13 15] ; [68 40],[16.67647059 11.32352941] ; [64.32352941 43.67647059],0
a6,1,0.134788,2.23647,[13 15] ; [67 41],[16.47058824 11.52941176] ; [63.52941176 44.47058824],0
d2,1,0.151006,2.062059,[10 18] ; [55 53],[13.38235294 14.61764706] ; [51.61764706 56.38235294],0
s8,1,0.263186,1.251921,[11 16] ; [57 51],[13.6 13.4] ; [54.4 53.6],0
b5,1,0.275231,1.190487,[18 10] ; [57 51],[15.44117647 12.55882353] ; [59.55882353 48.44117647],0
d3,1,0.285177,1.142253,[16 10] ; [78 30],[18.23880597  7.76119403] ; [75.76119403 32.23880597],0
n2,1,0.287728,1.13022,[12  2] ; [14  6],[10.70588235  3.29411765] ; [15.29411765  4.70588235],0
s5,1,0.351932,0.866478,[10 17] ; [48 54],[12.13953488 14.86046512] ; [45.86046512 56.13953488],0
p8,1,0.355461,0.853867,[18 10] ; [79 29],[19.97058824  8.02941176] ; [77.02941176 30.97058824],0
p12,1,0.383983,0.757911,[ 1 27] ; [ 9 98],[ 2.07407407 25.92592593] ; [ 7.92592593 99.07407407],0
a7,1,0.413839,0.667745,[16 11] ; [73 35],[17.8  9.2] ; [71.2 36.8],0
n3,1,0.424427,0.638024,[10  4] ; [11  8],[8.90909091 5.09090909] ; [12.09090909  6.90909091],0
r3,1,0.436415,0.605691,[26  2] ; [103   4],[26.75555556  1.24444444] ; [102.24444444   4.75555556],0
p1,1,0.503346,0.447874,[ 3 25] ; [17 91],[ 4.11764706 23.88235294] ; [15.88235294 92.11764706],0
n1,1,0.563293,0.334035,[7 7] ; [ 8 12],[6.17647059 7.82352941] ; [ 8.82352941 11.17647059],0
a1,1,0.591717,0.287671,[ 2 26] ; [  5 103],[ 1.44117647 26.55882353] ; [  5.55882353 102.44117647],0
s2,1,0.715129,0.133208,[15 13] ; [62 46],[15.85294118 12.14705882] ; [61.14705882 46.85294118],0
a8,1,0.720681,0.127841,[ 3 25] ; [13 85],[ 3.55555556 24.44444444] ; [12.44444444 85.55555556],0
p7,1,0.786803,0.073151,[23  4] ; [88 18],[22.53383459  4.46616541] ; [88.46616541 17.53383459],0
s1,1,0.794334,0.067958,[ 1 27] ; [  5 101],[ 1.25373134 26.74626866] ; [  4.74626866 101.25373134],0
b3,1,0.80116,0.063426,[7 9] ; [34 38],[7.45454545 8.54545455] ; [33.54545455 38.45454545],0
b2,1,0.80116,0.063426,[7 9] ; [34 38],[7.45454545 8.54545455] ; [33.54545455 38.45454545],0
u3,1,0.929711,0.007781,[9 6] ; [17 12],[8.86363636 6.13636364] ; [17.13636364 11.86363636],0
