Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.001424,10.174419,[ 9 18] ; [31 12],[15.42857143 11.57142857] ; [24.57142857 18.42857143],0
p8,1,0.319688,0.990221,[ 4 22] ; [11 32],[ 5.65217391 20.34782609] ; [ 9.34782609 33.65217391],0
v2,1,0.33549,0.92759,[ 7 19] ; [15 24],[ 8.8 17.2] ; [13.2 25.8],0
s2,1,0.351449,0.868217,[ 6 21] ; [14 29],[ 7.71428571 19.28571429] ; [12.28571429 30.71428571],0
s3,1,0.361956,0.831095,[10 16] ; [12 31],[ 8.28985507 17.71014493] ; [13.71014493 29.28985507],0
u1,1,0.375979,0.783807,[ 1 26] ; [ 4 39],[ 1.92857143 25.07142857] ; [ 3.07142857 39.92857143],0
a5,1,0.43556,0.607953,[17 10] ; [23 20],[15.42857143 11.57142857] ; [24.57142857 18.42857143],0
n2,1,0.494084,0.467621,[7 5] ; [12  5],[7.86206897 4.13793103] ; [11.13793103  5.86206897],0
b2,1,0.527854,0.398521,[10 10] ; [11 16],[ 8.93617021 11.06382979] ; [12.06382979 14.93617021],0
b3,1,0.527854,0.398521,[10 10] ; [11 16],[ 8.93617021 11.06382979] ; [12.06382979 14.93617021],0
p3,1,0.544708,0.366883,[ 5 21] ; [11 32],[ 6.02898551 19.97101449] ; [ 9.97101449 33.02898551],0
s1,1,0.547532,0.361757,[ 3 24] ; [ 3 40],[ 2.31428571 24.68571429] ; [ 3.68571429 39.31428571],0
a8,1,0.550763,0.355952,[ 1 26] ; [ 3 39],[ 1.56521739 25.43478261] ; [ 2.43478261 39.56521739],0
a7,1,0.584076,0.299691,[12 15] ; [22 21],[13.11428571 13.88571429] ; [20.88571429 22.11428571],0
v3,1,0.621509,0.243752,[ 5 21] ; [10 31],[ 5.82089552 20.17910448] ; [ 9.17910448 31.82089552],0
s4,1,0.682154,0.167711,[ 4 23] ; [ 8 35],[ 4.62857143 22.37142857] ; [ 7.37142857 35.62857143],0
p6,1,0.700199,0.148264,[ 4 22] ; [ 8 34],[ 4.58823529 21.41176471] ; [ 7.41176471 34.58823529],0
a6,1,0.720058,0.128437,[15 12] ; [22 21],[14.27142857 12.72857143] ; [22.72857143 20.27142857],0
d3,1,0.720058,0.128437,[12 15] ; [21 22],[12.72857143 14.27142857] ; [20.27142857 22.72857143],0
p4,1,0.749702,0.101782,[ 6 21] ; [11 32],[ 6.55714286 20.44285714] ; [10.44285714 32.55714286],0
u3,1,0.778096,0.079412,[3 7] ; [ 6 11],[3.33333333 6.66666667] ; [ 5.66666667 11.33333333],0
a3,1,0.83446,0.043675,[17 10] ; [26 17],[16.58571429 10.41428571] ; [26.41428571 16.58571429],0
d5,1,0.83446,0.043675,[17 10] ; [26 17],[16.58571429 10.41428571] ; [26.41428571 16.58571429],0
n3,1,0.875948,0.02437,[6 6] ; [9 8],[6.20689655 5.79310345] ; [8.79310345 8.20689655],0
p7,1,0.876587,0.024117,[ 8 19] ; [12 31],[ 7.71428571 19.28571429] ; [12.28571429 30.71428571],0
d1,1,0.926243,0.00857,[11 16] ; [18 25],[11.18571429 15.81428571] ; [17.81428571 25.18571429],0
a2,1,0.947257,0.004376,[ 3 24] ; [ 5 38],[ 3.08571429 23.91428571] ; [ 4.91428571 38.08571429],0
s7,1,0.956419,0.002986,[ 6 20] ; [ 9 31],[ 5.90909091 20.09090909] ; [ 9.09090909 30.90909091],0
v1,1,0.974475,0.001024,[ 8 19] ; [12 29],[ 7.94117647 19.05882353] ; [12.05882353 28.94117647],0
