Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,1.6e-05,18.562453,[ 68 229] ; [22 18],[ 79.31750742 217.68249258] ; [10.68249258 29.31750742],1
p11,1,0.601696,0.272446,[228  77] ; [32 13],[226.57142857  78.42857143] ; [33.42857143 11.57142857],0
p7,1,0.602783,0.270818,[146 148] ; [20 24],[144.39053254 149.60946746] ; [21.60946746 22.39053254],0
d3,1,0.620424,0.245272,[198 106] ; [31 14],[199.47277937 104.52722063] ; [29.52722063 15.47277937],0
p9,1,0.62226,0.242704,[227  69] ; [36  9],[228.29325513  67.70674487] ; [34.70674487 10.29325513],0
p5,1,0.631199,0.230439,[ 19 284] ; [ 2 43],[ 18.28448276 284.71551724] ; [ 2.71551724 42.28448276],0
d2,1,0.640468,0.218131,[145 156] ; [20 25],[143.54046243 157.45953757] ; [21.45953757 23.54046243],0
u3,1,0.641426,0.216882,[45 51] ; [8 7],[45.83783784 50.16216216] ; [7.16216216 7.83783784],0
p10,1,0.650749,0.204957,[217  83] ; [34 11],[218.26086957  81.73913043] ; [32.73913043 12.26086957],0
p6,1,0.658204,0.195712,[ 77 221] ; [10 34],[ 75.80701754 222.19298246] ; [11.19298246 32.80701754],0
n2,1,0.687839,0.161435,[61 22] ; [11  3],[61.60824742 21.39175258] ; [10.39175258  3.60824742],0
u1,1,0.700506,0.147946,[ 41 264] ; [ 7 38],[ 41.82857143 263.17142857] ; [ 6.17142857 38.82857143],0
a4,1,0.723462,0.1252,[136 166] ; [19 26],[134.89913545 167.10086455] ; [20.10086455 24.89913545],0
b4,1,0.74445,0.106254,[184 121] ; [26 19],[183. 122.] ; [27. 18.],0
a3,1,0.755201,0.097212,[209  94] ; [30 15],[208.09482759  94.90517241] ; [30.90517241 14.09482759],0
r2,1,0.780393,0.077733,[274  24] ; [39  4],[273.53079179  24.46920821] ; [39.46920821  3.53079179],0
p12,1,0.78055,0.077619,[ 17 285] ; [ 3 42],[ 17.40634006 284.59365994] ; [ 2.59365994 42.40634006],0
a2,1,0.802443,0.062593,[ 66 239] ; [ 9 36],[ 65.35714286 239.64285714] ; [ 9.64285714 35.35714286],0
r4,1,0.802712,0.062419,[253  52] ; [38  7],[253.58571429  51.41428571] ; [37.41428571  7.58571429],0
p4,1,0.81751,0.053245,[115 186] ; [18 27],[115.70231214 185.29768786] ; [17.29768786 27.70231214],0
b5,1,0.840709,0.040395,[185 120] ; [28 17],[185.61428571 119.38571429] ; [27.38571429 17.61428571],0
a5,1,0.923331,0.009262,[219  86] ; [32 13],[218.72857143  86.27142857] ; [32.27142857 12.72857143],0
u2,1,0.930816,0.007537,[49 45] ; [8 7],[49.1559633 44.8440367] ; [7.8440367 7.1559633],0
