Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n1,1,0.01269,6.211802,[28 17] ; [ 3 10],[24.05172414 20.94827586] ; [6.94827586 6.05172414],0
n2,1,0.451926,0.565817,[34 13] ; [8 5],[32.9 14.1] ; [9.1 3.9],0
p9,1,0.472572,0.515956,[79 42] ; [12  9],[77.54225352 43.45774648] ; [13.45774648  7.54225352],0
r1,1,0.472799,0.515428,[90 34] ; [15  8],[88.57142857 35.42857143] ; [16.42857143  6.57142857],0
p7,1,0.497578,0.460098,[59 62] ; [ 9 13],[57.53846154 63.46153846] ; [10.46153846 11.53846154],0
s3,1,0.518549,0.416779,[61 63] ; [13 10],[62.42176871 61.57823129] ; [11.57823129 11.42176871],0
a7,1,0.555251,0.347993,[84 41] ; [14  9],[82.77027027 42.22972973] ; [15.22972973  7.77027027],0
v1,1,0.566206,0.329073,[57 68] ; [ 9 14],[55.74324324 69.25675676] ; [10.25675676 12.74324324],0
a4,1,0.57093,0.321128,[56 67] ; [ 9 14],[54.76027397 68.23972603] ; [10.23972603 12.76027397],0
s2,1,0.592739,0.286087,[56 68] ; [ 9 14],[54.82993197 69.17006803] ; [10.17006803 12.82993197],0
s1,1,0.65151,0.204002,[  8 116] ; [ 2 20],[  8.49315068 115.50684932] ; [ 1.50684932 20.49315068],0
b4,1,0.660801,0.192551,[66 59] ; [11 12],[65.03378378 59.96621622] ; [11.96621622 11.03378378],0
n3,1,0.6915,0.157466,[27 18] ; [7 6],[26.37931034 18.62068966] ; [7.62068966 5.37931034],0
b5,1,0.797206,0.066031,[78 47] ; [15  8],[78.5472973 46.4527027] ; [14.4527027  8.5472973],0
u2,1,0.841061,0.040215,[13 26] ; [3 7],[12.73469388 26.26530612] ; [3.26530612 6.73469388],0
b2,1,0.878577,0.02334,[27 45] ; [4 6],[27.2195122 44.7804878] ; [3.7804878 6.2195122],0
b3,1,0.878577,0.02334,[27 45] ; [4 6],[27.2195122 44.7804878] ; [3.7804878 6.2195122],0
b1,1,0.906704,0.013735,[69 56] ; [13 10],[69.25675676 55.74324324] ; [12.74324324 10.25675676],0
