Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.006826,7.318246,[ 5 30] ; [13 16],[ 9.84375 25.15625] ; [ 8.15625 20.84375],0
r4,1,0.56699,0.327745,[30  5] ; [28  3],[30.75757576  4.24242424] ; [27.24242424  3.75757576],0
p12,1,0.568406,0.325357,[ 3 32] ; [ 4 27],[ 3.71212121 31.28787879] ; [ 3.28787879 27.71212121],0
p8,1,0.574265,0.315598,[28  7] ; [23  8],[27.04545455  7.95454545] ; [23.95454545  7.04545455],0
n6,1,0.585679,0.297143,[26  9] ; [24  6],[26.92307692  8.07692308] ; [23.07692308  6.92307692],0
a4,1,0.588953,0.291982,[18 17] ; [18 13],[19.09090909 15.90909091] ; [16.90909091 14.09090909],0
b2,1,0.613819,0.254651,[ 9 14] ; [ 5 11],[ 8.25641026 14.74358974] ; [ 5.74358974 10.25641026],0
b3,1,0.613819,0.254651,[ 9 14] ; [ 5 11],[ 8.25641026 14.74358974] ; [ 5.74358974 10.25641026],0
s1,1,0.628113,0.234628,[ 2 33] ; [ 1 30],[ 1.59090909 33.40909091] ; [ 1.40909091 29.59090909],0
r1,1,0.728324,0.120656,[27  8] ; [25  6],[27.57575758  7.42424242] ; [24.42424242  6.57575758],0
a5,1,0.766866,0.087899,[26  9] ; [24  7],[26.51515152  8.48484848] ; [23.48484848  7.51515152],0
d3,1,0.870496,0.026578,[28  6] ; [26  5],[28.24615385  5.75384615] ; [25.75384615  5.24615385],0
s8,1,0.873188,0.025476,[21 14] ; [18 13],[20.68181818 14.31818182] ; [18.31818182 12.68181818],0
b1,1,0.873188,0.025476,[14 21] ; [13 18],[14.31818182 20.68181818] ; [12.68181818 18.31818182],0
a1,1,0.930513,0.007604,[ 1 34] ; [ 1 30],[ 1.06060606 33.93939394] ; [ 0.93939394 30.06060606],0
n4,1,0.942437,0.005214,[24 11] ; [21 10],[23.86363636 11.13636364] ; [21.13636364  9.86363636],0
n5,1,0.967083,0.001703,[25 10] ; [22  9],[24.92424242 10.07575758] ; [22.07575758  8.92424242],0
