Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,54.559473,[ 34 113] ; [146  90],[69.08616188 77.91383812] ; [110.91383812 125.08616188],1
b2,1,0.258593,1.276274,[33 59] ; [69 91],[37.23809524 54.76190476] ; [64.76190476 95.23809524],0
b3,1,0.258593,1.276274,[33 59] ; [69 91],[37.23809524 54.76190476] ; [64.76190476 95.23809524],0
p8,1,0.330683,0.946222,[96 53] ; [164  73],[100.3626943  48.6373057] ; [159.6373057  77.3626943],0
d3,1,0.352469,0.864549,[100  50] ; [170  69],[104.11311054  45.88688946] ; [165.88688946  73.11311054],0
s1,1,0.367788,0.811123,[  7 142] ; [  7 231],[  5.39018088 143.60981912] ; [  8.60981912 229.39018088],0
p6,1,0.370444,0.802173,[71 78] ; [123 112],[75.27604167 73.72395833] ; [118.72395833 116.27604167],0
v4,1,0.374816,0.787636,[143   7] ; [231   7],[144.58762887   5.41237113] ; [229.41237113   8.58762887],0
a6,1,0.389172,0.741529,[99 51] ; [167  71],[102.83505155  47.16494845] ; [163.16494845  74.83505155],0
u2,1,0.416449,0.660313,[27 22] ; [22 25],[25.01041667 23.98958333] ; [23.98958333 23.01041667],0
a4,1,0.44264,0.58943,[69 81] ; [119 119],[72.68041237 77.31958763] ; [115.31958763 122.68041237],0
n1,1,0.471021,0.519581,[11 17] ; [16 17],[12.39344262 15.60655738] ; [14.60655738 18.39344262],0
s7,1,0.510571,0.432896,[80 60] ; [137  89],[83.00546448 56.99453552] ; [133.99453552  92.00546448],0
d5,1,0.533691,0.387358,[125  24] ; [206  33],[127.11082474  21.88917526] ; [203.88917526  35.11082474],0
p2,1,0.548654,0.359735,[130  20] ; [212  27],[131.87660668  18.12339332] ; [210.12339332  28.87660668],0
a1,1,0.587045,0.294982,[  8 142] ; [ 16 223],[  9.25449871 140.74550129] ; [ 14.74550129 224.25449871],0
p4,1,0.612601,0.256405,[126  24] ; [196  43],[124.16452442  25.83547558] ; [197.83547558  41.16452442],0
u3,1,0.678845,0.171429,[29 19] ; [27 21],[28. 20.] ; [28. 20.],0
p5,1,0.727293,0.121612,[ 30 118] ; [ 45 194],[ 28.68217054 119.31782946] ; [ 46.31782946 192.68217054],0
s2,1,0.737165,0.112634,[81 69] ; [131 104],[82.5974026 67.4025974] ; [129.4025974 105.5974026],0
p1,1,0.876417,0.024184,[ 19 131] ; [ 29 210],[ 18.50899743 131.49100257] ; [ 29.49100257 209.50899743],0
s6,1,0.928009,0.008163,[104  40] ; [170  64],[104.38095238  39.61904762] ; [169.61904762  64.38095238],0
s3,1,0.947722,0.004299,[87 62] ; [137  99],[86.69090909 62.30909091] ; [137.30909091  98.69090909],0
b5,1,0.971988,0.001233,[85 65] ; [135 104],[84.83290488 65.16709512] ; [135.16709512 103.83290488],0
