Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,60.281495,[ 94 155] ; [101  25],[129.48 119.52] ; [65.52 60.48],1
s6,1,0.116781,2.459969,[148 107] ; [83 42],[155.01315789  99.98684211] ; [75.98684211 49.01315789],0
a4,1,0.118283,2.439915,[106 151] ; [64 65],[113.1865285 143.8134715] ; [56.8134715 72.1865285],0
a1,1,0.124502,2.359756,[  9 249] ; [  9 120],[ 12. 246.] ; [  6. 123.],0
u2,1,0.136439,2.217663,[44 37] ; [21  9],[47.43243243 33.56756757] ; [17.56756757 12.43243243],0
n1,1,0.159775,1.976351,[30 50] ; [ 9 28],[26.66666667 53.33333333] ; [12.33333333 24.66666667],0
p4,1,0.169622,1.886277,[ 88 168] ; [52 73],[ 94.06824147 161.93175853] ; [45.93175853 79.06824147],0
a2,1,0.254939,1.296033,[ 51 207] ; [32 97],[ 55.33333333 202.66666667] ; [ 27.66666667 101.33333333],0
r1,1,0.266548,1.234426,[196  61] ; [104  24],[200.25974026  56.74025974] ; [99.74025974 28.25974026],0
d3,1,0.280945,1.162513,[189  69] ; [101  28],[193.33333333  64.66666667] ; [96.66666667 32.33333333],0
p9,1,0.290344,1.118027,[191  61] ; [100  24],[195.03191489  56.96808511] ; [95.96808511 28.03191489],0
p11,1,0.332012,0.941033,[184  74] ; [98 31],[188.  70.] ; [94. 35.],0
a5,1,0.351049,0.869663,[174  84] ; [93 36],[178.  80.] ; [89. 40.],0
r2,1,0.356359,0.850683,[226  25] ; [118   9],[228.42328042  22.57671958] ; [115.57671958  11.42328042],0
u1,1,0.361333,0.833254,[ 35 223] ; [ 22 107],[ 38. 220.] ; [ 19. 110.],0
u4,1,0.382762,0.761811,[  3 255] ; [  3 126],[  4. 254.] ; [  2. 127.],0
d5,1,0.389723,0.739805,[211  47] ; [110  19],[214.  44.] ; [107.  22.],0
a7,1,0.411586,0.674216,[188  70] ; [99 30],[191.33333333  66.66666667] ; [95.66666667 33.33333333],0
a6,1,0.49256,0.47093,[169  89] ; [89 40],[172.  86.] ; [86. 43.],0
p10,1,0.520917,0.412078,[183  73] ; [94 32],[185.63350785  70.36649215] ; [91.36649215 34.63350785],0
b2,1,0.676514,0.174076,[53 97] ; [29 47],[54.42477876 95.57522124] ; [27.57522124 48.42477876],0
b3,1,0.676514,0.174076,[53 97] ; [29 47],[54.42477876 95.57522124] ; [27.57522124 48.42477876],0
n2,1,0.704049,0.144294,[56 23] ; [27 13],[55.10084034 23.89915966] ; [27.89915966 12.10084034],0
n3,1,0.705515,0.142799,[48 29] ; [27 14],[48.94067797 28.05932203] ; [26.05932203 14.94067797],0
s5,1,0.761487,0.09213,[ 68 181] ; [36 89],[ 69.24064171 179.75935829] ; [34.75935829 90.24064171],0
b5,1,0.764774,0.089532,[166  92] ; [81 48],[164.66666667  93.33333333] ; [82.33333333 46.66666667],0
u3,1,0.764981,0.089369,[46 37] ; [17 12],[46.6875 36.3125] ; [16.3125 12.6875],0
s3,1,0.814896,0.05481,[131 125] ; [64 58],[132.06349206 123.93650794] ; [62.93650794 59.06349206],0
a8,1,0.818393,0.052722,[ 34 211] ; [17 98],[ 34.70833333 210.29166667] ; [16.29166667 98.70833333],0
s1,1,0.843475,0.038987,[  7 248] ; [  3 122],[  6.71052632 248.28947368] ; [  3.28947368 121.71052632],0
p2,1,0.884708,0.021026,[193  64] ; [96 33],[192.41709845  64.58290155] ; [96.58290155 32.41709845],0
p7,1,0.88771,0.019938,[118 130] ; [59 63],[118.63783784 129.36216216] ; [58.36216216 63.63783784],0
p6,1,0.980747,0.000582,[ 61 194] ; [30 96],[ 60.90551181 194.09448819] ; [30.09448819 95.90551181],0
p1,1,0.989699,0.000167,[  8 248] ; [  4 125],[  7.97922078 248.02077922] ; [  4.02077922 124.97922078],0
