Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1.1e-05,19.346538,[14  2] ; [ 6 24],[6.95652174 9.04347826] ; [13.04347826 16.95652174],1
d4,1,0.468475,0.525571,[10  6] ; [17 16],[8.81632653 7.18367347] ; [18.18367347 14.81632653],0
n2,1,0.473701,0.51333,[7 4] ; [9 9],[6.06896552 4.93103448] ; [9.93103448 8.06896552],0
a4,1,0.475176,0.509915,[ 5 11] ; [13 18],[6.12765957 9.87234043] ; [11.87234043 19.12765957],0
r1,1,0.481728,0.494949,[8 8] ; [13 20],[6.85714286 9.14285714] ; [14.14285714 18.85714286],0
v2,1,0.500812,0.453214,[ 3 12] ; [ 4 28],[ 2.23404255 12.76595745] ; [ 4.76595745 27.23404255],0
n3,1,0.590826,0.289056,[5 6] ; [ 6 11],[4.32142857 6.67857143] ; [ 6.67857143 10.32142857],0
d5,1,0.597746,0.278409,[10  6] ; [18 15],[9.14285714 6.85714286] ; [18.85714286 14.14285714],0
d2,1,0.682046,0.167832,[8 8] ; [14 18],[7.33333333 8.66666667] ; [14.66666667 17.33333333],0
r2,1,0.748756,0.102579,[11  4] ; [22 10],[10.53191489  4.46808511] ; [22.46808511  9.53191489],0
a5,1,0.755468,0.096993,[9 7] ; [17 16],[8.48979592 7.51020408] ; [17.51020408 15.48979592],0
a6,1,0.764956,0.089389,[8 8] ; [18 15],[8.48979592 7.51020408] ; [17.51020408 15.48979592],0
a2,1,0.803566,0.061869,[ 2 14] ; [ 5 28],[ 2.28571429 13.71428571] ; [ 4.71428571 28.28571429],0
p1,1,0.841061,0.040215,[ 3 13] ; [ 7 26],[ 3.26530612 12.73469388] ; [ 6.73469388 26.26530612],0
a3,1,0.9051,0.014214,[9 7] ; [18 13],[9.19148936 6.80851064] ; [17.80851064 13.19148936],0
a7,1,0.910432,0.012655,[7 9] ; [15 18],[7.18367347 8.81632653] ; [14.81632653 18.18367347],0
d1,1,0.938323,0.005987,[ 6 10] ; [12 21],[ 5.87755102 10.12244898] ; [12.12244898 20.87755102],0
n5,1,0.953884,0.003344,[12  4] ; [25  8],[12.08163265  3.91836735] ; [24.91836735  8.08163265],0
