Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4e-06,21.276617,[ 2 16] ; [44 17],[10.48101266  7.51898734] ; [35.51898734 25.48101266],1
n5,1,0.467119,0.528783,[10  8] ; [39 21],[11.30769231  6.69230769] ; [37.69230769 22.30769231],0
d3,1,0.480508,0.497711,[ 6 12] ; [26 35],[ 7.29113924 10.70886076] ; [24.70886076 36.29113924],0
b4,1,0.497205,0.460897,[9 9] ; [36 25],[10.25316456  7.74683544] ; [34.74683544 26.25316456],0
s2,1,0.55915,0.341178,[ 6 12] ; [25 36],[ 7.06329114 10.93670886] ; [23.93670886 37.06329114],0
p7,1,0.560636,0.338605,[ 7 11] ; [28 32],[8.07692308 9.92307692] ; [26.92307692 33.07692308],0
u2,1,0.608874,0.261818,[3 8] ; [ 9 16],[3.66666667 7.33333333] ; [ 8.33333333 16.66666667],0
a8,1,0.66398,0.188725,[ 2 15] ; [ 5 55],[ 1.54545455 15.45454545] ; [ 5.45454545 54.54545455],0
s1,1,0.702211,0.146182,[ 2 16] ; [ 5 56],[ 1.59493671 16.40506329] ; [ 5.40506329 55.59493671],0
p1,1,0.710128,0.138149,[ 1 17] ; [ 5 56],[ 1.36708861 16.63291139] ; [ 4.63291139 56.36708861],0
p4,1,0.737818,0.112054,[ 7 11] ; [26 34],[ 7.61538462 10.38461538] ; [25.38461538 34.61538462],0
n4,1,0.76291,0.091,[11  7] ; [39 21],[11.53846154  6.46153846] ; [38.46153846 21.53846154],0
n6,1,0.831955,0.045026,[10  7] ; [37 23],[10.37662338  6.62337662] ; [36.62337662 23.37662338],0
p5,1,0.865955,0.028493,[ 1 17] ; [ 4 56],[ 1.15384615 16.84615385] ; [ 3.84615385 56.15384615],0
a1,1,0.874798,0.024827,[ 2 16] ; [ 6 55],[ 1.82278481 16.17721519] ; [ 6.17721519 54.82278481],0
s4,1,0.893895,0.01779,[ 3 15] ; [11 50],[ 3.18987342 14.81012658] ; [10.81012658 50.18987342],0
b2,1,0.911385,0.012386,[4 7] ; [13 21],[4.15555556 6.84444444] ; [12.84444444 21.15555556],0
b3,1,0.911385,0.012386,[4 7] ; [13 21],[4.15555556 6.84444444] ; [12.84444444 21.15555556],0
p2,1,0.966846,0.001728,[10  8] ; [33 27],[9.92307692 8.07692308] ; [33.07692308 26.92307692],0
