Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.007338,7.188341,[22  7] ; [ 9 14],[17.28846154 11.71153846] ; [13.71153846  9.28846154],0
b2,1,0.368042,0.810264,[ 5 12] ; [ 2 11],[ 3.96666667 13.03333333] ; [3.03333333 9.96666667],0
b3,1,0.368042,0.810264,[ 5 12] ; [ 2 11],[ 3.96666667 13.03333333] ; [3.03333333 9.96666667],0
d3,1,0.40223,0.701649,[16 13] ; [10 13],[14.5 14.5] ; [11.5 11.5],0
s1,1,0.420229,0.649675,[ 1 28] ; [ 2 21],[ 1.67307692 27.32692308] ; [ 1.32692308 21.67307692],0
v4,1,0.438039,0.601414,[17 12] ; [11 12],[15.61538462 13.38461538] ; [12.38461538 10.61538462],0
s6,1,0.463436,0.537584,[13 16] ; [ 8 15],[11.71153846 17.28846154] ; [ 9.28846154 13.71153846],0
v3,1,0.469153,0.523971,[ 6 23] ; [ 3 20],[ 5.01923077 23.98076923] ; [ 3.98076923 19.01923077],0
a8,1,0.478793,0.501611,[ 4 21] ; [ 2 20],[ 3.19148936 21.80851064] ; [ 2.80851064 19.19148936],0
v2,1,0.484275,0.489222,[12 17] ; [ 7 15],[10.80392157 18.19607843] ; [ 8.19607843 13.80392157],0
p8,1,0.510285,0.433482,[ 9 20] ; [ 5 17],[ 7.96078431 21.03921569] ; [ 6.03921569 15.96078431],0
n3,1,0.513292,0.42735,[7 6] ; [8 4],[7.8 5.2] ; [7.2 4.8],0
d2,1,0.514723,0.424454,[10 19] ; [ 6 17],[ 8.92307692 20.07692308] ; [ 7.07692308 15.92307692],0
s7,1,0.533835,0.387086,[ 6 21] ; [ 3 17],[ 5.17021277 21.82978723] ; [ 3.82978723 16.17021277],0
s5,1,0.567708,0.326532,[ 4 25] ; [ 2 21],[ 3.34615385 25.65384615] ; [ 2.65384615 20.34615385],0
v1,1,0.611151,0.258502,[ 7 22] ; [ 7 16],[ 7.80769231 21.19230769] ; [ 6.19230769 16.80769231],0
b5,1,0.68555,0.163946,[18 11] ; [13 10],[17.28846154 11.71153846] ; [13.71153846  9.28846154],0
p12,1,0.69543,0.15327,[ 2 27] ; [ 1 22],[ 1.67307692 27.32692308] ; [ 1.32692308 21.67307692],0
d4,1,0.729588,0.11949,[19 10] ; [14  9],[18.40384615 10.59615385] ; [14.59615385  8.40384615],0
a7,1,0.730342,0.118798,[15 14] ; [13 10],[15.61538462 13.38461538] ; [12.38461538 10.61538462],0
u3,1,0.756158,0.096429,[ 3 12] ; [3 9],[ 3.33333333 11.66666667] ; [2.66666667 9.33333333],0
s4,1,0.762254,0.091519,[ 3 26] ; [ 3 20],[ 3.34615385 25.65384615] ; [ 2.65384615 20.34615385],0
p6,1,0.797262,0.065994,[ 3 25] ; [ 3 20],[ 3.29411765 24.70588235] ; [ 2.70588235 20.29411765],0
n2,1,0.847501,0.036982,[7 6] ; [6 6],[6.76 6.24] ; [6.24 5.76],0
a6,1,0.869613,0.026945,[12 17] ; [ 9 14],[11.71153846 17.28846154] ; [ 9.28846154 13.71153846],0
a3,1,0.90291,0.014881,[14 15] ; [11 11],[14.21568627 14.78431373] ; [10.78431373 11.21568627],0
s3,1,0.912377,0.012109,[ 6 22] ; [ 5 17],[ 6.16 21.84] ; [ 4.84 17.16],0
a5,1,0.922487,0.009468,[13 16] ; [10 13],[12.82692308 16.17307692] ; [10.17307692 12.82692308],0
u2,1,0.93021,0.00767,[9 6] ; [7 5],[8.88888889 6.11111111] ; [7.11111111 4.88888889],0
r1,1,0.981991,0.00051,[10 19] ; [ 8 15],[10.03846154 18.96153846] ; [ 7.96153846 15.03846154],0
