Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,29.06191,[70  6] ; [86 65],[52.22907489 23.77092511] ; [103.77092511  47.22907489],1
p4,1,0.02747,4.860999,[61 18] ; [95 56],[53.5826087 25.4173913] ; [102.4173913  48.5826087],0
d4,1,0.033533,4.518338,[66 12] ; [108  42],[59.52631579 18.47368421] ; [114.47368421  35.52631579],0
n1,1,0.034054,4.491979,[12  9] ; [10 25],[ 8.25 12.75] ; [13.75 21.25],0
u1,1,0.041476,4.156455,[14 65] ; [ 13 138],[ 9.27391304 69.72608696] ; [ 17.72608696 133.27391304],0
a2,1,0.045145,4.013218,[20 59] ; [ 22 129],[14.42608696 64.57391304] ; [ 27.57391304 123.42608696],0
a5,1,0.045219,4.010436,[60 19] ; [95 56],[53.23913043 25.76086957] ; [101.76086957  49.23913043],0
v4,1,0.056407,3.640006,[77  2] ; [137  14],[73.50434783  5.49565217] ; [140.49565217  10.50434783],0
d1,1,0.058446,3.580944,[47 32] ; [70 81],[40.18695652 38.81304348] ; [76.81304348 74.18695652],0
b2,1,0.058491,3.579656,[24 26] ; [29 62],[18.79432624 31.20567376] ; [34.20567376 56.79432624],0
b3,1,0.058491,3.579656,[24 26] ; [29 62],[18.79432624 31.20567376] ; [34.20567376 56.79432624],0
p12,1,0.060006,3.53721,[ 8 70] ; [  6 145],[ 4.76855895 73.23144105] ; [  9.23144105 141.76855895],0
n4,1,0.068408,3.320814,[63 15] ; [105  46],[57.22270742 20.77729258] ; [110.77729258  40.22270742],0
a3,1,0.075606,3.156923,[58 20] ; [94 56],[52. 26.] ; [100.  50.],0
b4,1,0.10462,2.633659,[45 34] ; [69 82],[39.15652174 39.84347826] ; [74.84347826 76.15652174],0
r2,1,0.114833,2.486412,[75  4] ; [132  17],[71.72368421  7.27631579] ; [135.27631579  13.72368421],0
d3,1,0.130954,2.281154,[55 24] ; [88 60],[49.76651982 29.23348018] ; [93.23348018 54.76651982],0
n6,1,0.132933,2.257916,[69 10] ; [119  31],[64.8558952 14.1441048] ; [123.1441048  26.8558952],0
p1,1,0.137142,2.209733,[ 9 69] ; [  9 142],[ 6.13100437 71.86899563] ; [ 11.86899563 139.13100437],0
r3,1,0.137758,2.202829,[75  3] ; [137  14],[72.20960699  5.79039301] ; [139.79039301  11.20960699],0
a1,1,0.148274,2.089916,[ 6 73] ; [  5 146],[ 3.77826087 75.22173913] ; [  7.22173913 143.77826087],0
n5,1,0.151739,2.054682,[61 18] ; [103  48],[56.33043478 22.66956522] ; [107.66956522  43.33043478],0
a6,1,0.163974,1.937189,[42 37] ; [94 56],[46.91703057 32.08296943] ; [89.08296943 60.91703057],0
p11,1,0.165649,1.921886,[65 14] ; [112  39],[60.79565217 18.20434783] ; [116.20434783  34.79565217],0
d2,1,0.168998,1.891812,[38 41] ; [58 92],[33.11790393 45.88209607] ; [62.88209607 87.11790393],0
d5,1,0.169029,1.891531,[63 15] ; [108  41],[58.75770925 19.24229075] ; [112.24229075  36.75770925],0
u2,1,0.184138,1.763908,[10 11] ; [36 20],[12.54545455  8.45454545] ; [33.45454545 22.54545455],0
s1,1,0.189955,1.717964,[ 1 76] ; [  7 142],[ 2.72566372 74.27433628] ; [  5.27433628 143.72566372],0
a7,1,0.191714,1.704395,[48 31] ; [104  46],[52.43668122 26.56331878] ; [99.56331878 50.43668122],0
p3,1,0.254487,1.2985,[46 33] ; [76 75],[41.90434783 37.09565217] ; [80.09565217 70.90434783],0
p8,1,0.374646,0.788195,[54 24] ; [95 55],[50.97368421 27.02631579] ; [98.02631579 51.97368421],0
a8,1,0.539721,0.376056,[12 63] ; [ 18 121],[10.51401869 64.48598131] ; [ 19.48598131 119.51401869],0
n2,1,0.584545,0.298944,[16  5] ; [25 11],[15.10526316  5.89473684] ; [25.89473684 10.10526316],0
v3,1,0.622172,0.242826,[13 65] ; [ 29 121],[14.36842105 63.63157895] ; [ 27.63157895 122.36842105],0
u4,1,0.639657,0.219192,[ 1 78] ; [  1 150],[ 0.68695652 78.31304348] ; [  1.31304348 149.68695652],0
n3,1,0.685589,0.163902,[14  6] ; [27  9],[14.64285714  5.35714286] ; [26.35714286  9.64285714],0
u3,1,0.779243,0.078571,[12  9] ; [30 26],[11.45454545  9.54545455] ; [30.54545455 25.45454545],0
b1,1,0.909358,0.012961,[36 43] ; [70 81],[36.40869565 42.59130435] ; [69.59130435 81.40869565],0
