Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,3.4e-05,17.161843,[49 17] ; [12 25],[39.08737864 26.91262136] ; [21.91262136 15.08737864],1
s5,1,0.656142,0.198244,[13 51] ; [ 8 25],[13.8556701 50.1443299] ; [ 7.1443299 25.8556701],0
s1,1,0.658507,0.195343,[ 9 56] ; [ 4 33],[ 8.28431373 56.71568627] ; [ 4.71568627 32.28431373],0
s4,1,0.662136,0.19094,[13 53] ; [ 6 31],[12.17475728 53.82524272] ; [ 6.82524272 30.17475728],0
p12,1,0.674565,0.176309,[ 5 61] ; [ 2 35],[ 4.48543689 61.51456311] ; [ 2.51456311 34.48543689],0
u3,1,0.675484,0.175254,[15 19] ; [10 10],[15.74074074 18.25925926] ; [ 9.25925926 10.74074074],0
a7,1,0.692869,0.155997,[33 33] ; [17 20],[32.03883495 33.96116505] ; [17.96116505 19.03883495],0
a3,1,0.694487,0.15427,[32 32] ; [17 20],[31.04950495 32.95049505] ; [17.95049505 19.04950495],0
b3,1,0.775569,0.081281,[14 26] ; [ 7 11],[14.48275862 25.51724138] ; [ 6.51724138 11.48275862],0
b2,1,0.775569,0.081281,[14 26] ; [ 7 11],[14.48275862 25.51724138] ; [ 6.51724138 11.48275862],0
v1,1,0.804318,0.061387,[23 42] ; [14 23],[23.57843137 41.42156863] ; [13.42156863 23.57843137],0
a4,1,0.886453,0.02039,[15 50] ; [ 9 28],[15.29411765 49.70588235] ; [ 8.70588235 28.29411765],0
p6,1,0.926619,0.008482,[11 54] ; [ 6 31],[10.83333333 54.16666667] ; [ 6.16666667 30.83333333],0
s3,1,0.93774,0.006101,[24 39] ; [14 22],[24.18181818 38.81818182] ; [13.81818182 22.18181818],0
s6,1,0.99339,6.9e-05,[32 34] ; [17 18],[32.01980198 33.98019802] ; [16.98019802 18.01980198],0
