Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,31.993034,[113  32] ; [ 9 24],[99.38202247 45.61797753] ; [22.61797753 10.38202247],1
v1,1,0.392915,0.729903,[58 82] ; [11 22],[55.83815029 84.16184971] ; [13.16184971 19.83815029],0
d4,1,0.408102,0.684323,[107  38] ; [22 11],[105.08426966  39.91573034] ; [23.91573034  9.08426966],0
s6,1,0.409366,0.680641,[79 61] ; [16 17],[76.87861272 63.12138728] ; [18.12138728 14.87861272],0
a1,1,0.441595,0.592136,[  8 137] ; [ 3 30],[  8.96067416 136.03932584] ; [ 2.03932584 30.96067416],0
p11,1,0.500793,0.453257,[106  39] ; [26  7],[107.52808989  37.47191011] ; [24.47191011  8.52808989],0
n5,1,0.542188,0.371499,[96 49] ; [20 13],[94.49438202 50.50561798] ; [21.50561798 11.49438202],0
u1,1,0.556192,0.34634,[  8 137] ; [ 1 32],[  7.33146067 137.66853933] ; [ 1.66853933 31.33146067],0
b3,1,0.558066,0.343064,[26 54] ; [ 6 17],[24.85436893 55.14563107] ; [ 7.14563107 15.85436893],0
b2,1,0.558066,0.343064,[26 54] ; [ 6 17],[24.85436893 55.14563107] ; [ 7.14563107 15.85436893],0
p4,1,0.562343,0.335664,[70 73] ; [18 15],[71.5 71.5] ; [16.5 16.5],0
d3,1,0.592963,0.285741,[81 62] ; [17 16],[79.625 63.375] ; [18.375 14.625],0
a6,1,0.599167,0.276255,[82 63] ; [17 16],[80.64606742 64.35393258] ; [18.35393258 14.64606742],0
d2,1,0.602459,0.271303,[55 89] ; [11 22],[53.69491525 90.30508475] ; [12.30508475 20.69491525],0
v2,1,0.609972,0.260216,[62 78] ; [13 20],[60.69364162 79.30635838] ; [14.30635838 18.69364162],0
n2,1,0.616168,0.25129,[35  9] ; [11  4],[34.30508475  9.69491525] ; [11.69491525  3.30508475],0
n1,1,0.625697,0.237941,[17 25] ; [ 5 10],[16.21052632 25.78947368] ; [5.78947368 9.21052632],0
s4,1,0.746158,0.104788,[ 30 115] ; [ 6 27],[ 29.3258427 115.6741573] ; [ 6.6741573 26.3258427],0
n3,1,0.831641,0.045198,[31 13] ; [11  4],[31.3220339 12.6779661] ; [10.6779661  4.3220339],0
p8,1,0.989239,0.000182,[60 81] ; [14 19],[59.96551724 81.03448276] ; [14.03448276 18.96551724],0
p1,1,0.990898,0.00013,[ 13 131] ; [ 3 30],[ 13.01694915 130.98305085] ; [ 2.98305085 30.01694915],0
