Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,87.617858,[198  45] ; [131 180],[144.30866426  98.69133574] ; [184.69133574 126.30866426],1
d4,1,0.197534,1.660514,[207  36] ; [261  61],[201.28141593  41.71858407] ; [266.71858407  55.28141593],0
b2,1,0.247278,1.338614,[ 74 100] ; [ 76 131],[ 68.50393701 105.49606299] ; [ 81.49606299 125.50393701],0
b3,1,0.247278,1.338614,[ 74 100] ; [ 76 131],[ 68.50393701 105.49606299] ; [ 81.49606299 125.50393701],0
a5,1,0.270524,1.214086,[196  50] ; [244  78],[190.56338028  55.43661972] ; [249.43661972  72.56338028],0
r2,1,0.301553,1.067313,[235  10] ; [296  19],[232.3125  12.6875] ; [298.6875  16.3125],0
a2,1,0.30469,1.053552,[ 66 181] ; [ 74 248],[ 60.77328647 186.22671353] ; [ 79.22671353 242.77328647],0
n1,1,0.329639,0.950314,[15 17] ; [23 40],[12.8 19.2] ; [25.2 37.8],0
p9,1,0.335293,0.928346,[217  24] ; [278  40],[213.4078712  27.5921288] ; [281.5921288  36.4078712],0
p10,1,0.345163,0.89116,[215  27] ; [274  44],[211.31785714  30.68214286] ; [277.68214286  40.31785714],0
d3,1,0.386493,0.749948,[169  76] ; [211 111],[164.19753086  80.80246914] ; [215.80246914 106.19753086],0
b5,1,0.447206,0.577724,[141 106] ; [194 128],[145.42179262 101.57820738] ; [189.57820738 132.42179262],0
u1,1,0.501286,0.452212,[ 50 197] ; [ 58 264],[ 46.88224956 200.11775044] ; [ 61.11775044 260.88224956],0
s1,1,0.503207,0.448167,[  6 236] ; [ 11 307],[  7.34642857 234.65357143] ; [  9.65357143 308.34642857],0
b1,1,0.618617,0.247815,[ 94 153] ; [116 206],[ 91.1599297 155.8400703] ; [118.8400703 203.1599297],0
u3,1,0.632307,0.228946,[31 20] ; [55 42],[29.63513514 21.36486486] ; [56.36486486 40.63513514],0
n2,1,0.648211,0.208163,[26  7] ; [47 16],[25.09375  7.90625] ; [47.90625 15.09375],0
u2,1,0.682473,0.167355,[31 20] ; [55 41],[29.83673469 21.16326531] ; [56.16326531 39.83673469],0
a7,1,0.72701,0.121875,[171  73] ; [230  92],[172.86925795  71.13074205] ; [228.13074205  93.86925795],0
n3,1,0.771532,0.084316,[26  8] ; [49 13],[26.5625  7.4375] ; [48.4375 13.5625],0
p2,1,0.787472,0.072681,[213  31] ; [276  43],[211.92895204  32.07104796] ; [277.07104796  41.92895204],0
a8,1,0.83188,0.045067,[ 36 181] ; [ 48 254],[ 35.12138728 181.87861272] ; [ 48.87861272 253.12138728],0
a6,1,0.836253,0.04272,[167  77] ; [223  99],[168.12720848  75.87279152] ; [221.87279152 100.12720848],0
s6,1,0.900843,0.015524,[165  75] ; [215 100],[164.32432432  75.67567568] ; [215.67567568  99.32432432],0
b4,1,0.936608,0.006326,[148  99] ; [194 128],[148.46045694  98.53954306] ; [193.53954306 128.46045694],0
