Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,30.79089,[10 36] ; [34  8],[23. 23.] ; [21. 21.],1
d2,1,0.385801,0.752137,[20 24] ; [16 28],[18. 26.] ; [18. 26.],0
a7,1,0.453746,0.561277,[22 23] ; [25 19],[23.76404494 21.23595506] ; [23.23595506 20.76404494],0
a3,1,0.45731,0.55247,[21 24] ; [24 20],[22.75280899 22.24719101] ; [22.24719101 21.75280899],0
b5,1,0.516913,0.420049,[23 23] ; [25 19],[24.53333333 21.46666667] ; [23.46666667 20.53333333],0
b4,1,0.630788,0.230994,[27 19] ; [28 16],[28.11111111 17.88888889] ; [26.88888889 17.11111111],0
b1,1,0.658319,0.195572,[22 24] ; [19 25],[20.95555556 25.04444444] ; [20.04444444 23.95555556],0
a2,1,0.673214,0.177866,[ 4 42] ; [ 5 39],[ 4.6 41.4] ; [ 4.4 39.6],0
d1,1,0.704508,0.143824,[16 30] ; [17 27],[16.86666667 29.13333333] ; [16.13333333 27.86666667],0
a4,1,0.764273,0.089925,[14 31] ; [15 29],[14.66292135 30.33707865] ; [14.33707865 29.66292135],0
b2,1,0.769497,0.085868,[10 19] ; [ 8 18],[ 9.49090909 19.50909091] ; [ 8.50909091 17.49090909],0
b3,1,0.769497,0.085868,[10 19] ; [ 8 18],[ 9.49090909 19.50909091] ; [ 8.50909091 17.49090909],0
r2,1,0.872712,0.025669,[25 19] ; [24 17],[25.36470588 18.63529412] ; [23.63529412 17.36470588],0
u2,1,0.888117,0.019793,[10 15] ; [ 8 11],[10.22727273 14.77272727] ; [ 7.77272727 11.22727273],0
s4,1,0.894232,0.017676,[11 35] ; [10 34],[10.73333333 35.26666667] ; [10.26666667 33.73333333],0
u3,1,0.901116,0.015439,[ 7 18] ; [ 5 14],[ 6.81818182 18.18181818] ; [ 5.18181818 13.81818182],0
s5,1,0.905162,0.014195,[ 7 38] ; [ 6 35],[ 6.80232558 38.19767442] ; [ 6.19767442 34.80232558],0
p1,1,0.909869,0.012815,[ 5 41] ; [ 5 38],[ 5.16853933 40.83146067] ; [ 4.83146067 38.16853933],0
v2,1,0.97426,0.001041,[13 33] ; [12 30],[13.06818182 32.93181818] ; [11.93181818 30.06818182],0
