Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,3e-06,21.668433,[12  4] ; [12 58],[ 4.46511628 11.53488372] ; [19.53488372 50.46511628],1
n5,1,0.279329,1.170351,[12  4] ; [43 28],[10.11494253  5.88505747] ; [44.88505747 26.11494253],0
u3,1,0.289471,1.122078,[3 3] ; [12 30],[1.875 4.125] ; [13.125 28.875],0
v1,1,0.309808,1.031496,[7 9] ; [22 50],[ 5.27272727 10.72727273] ; [23.72727273 48.27272727],0
a5,1,0.425496,0.635087,[8 8] ; [29 45],[6.57777778 9.42222222] ; [30.42222222 43.57777778],0
b4,1,0.454335,0.559815,[7 9] ; [40 34],[8.35555556 7.64444444] ; [38.64444444 35.35555556],0
p12,1,0.481054,0.496472,[ 1 15] ; [ 2 71],[ 0.53932584 15.46067416] ; [ 2.46067416 70.53932584],0
s4,1,0.491,0.474334,[ 4 12] ; [13 61],[ 3.02222222 12.97777778] ; [13.97777778 60.02222222],0
n4,1,0.573708,0.316517,[10  6] ; [40 33],[8.98876404 7.01123596] ; [41.01123596 31.98876404],0
s1,1,0.587684,0.293976,[ 2 14] ; [ 6 67],[ 1.43820225 14.56179775] ; [ 6.56179775 66.43820225],0
a6,1,0.603561,0.269659,[ 6 10] ; [33 41],[6.93333333 9.06666667] ; [32.06666667 41.93333333],0
b2,1,0.632797,0.228287,[5 7] ; [14 27],[4.30188679 7.69811321] ; [14.69811321 26.30188679],0
b3,1,0.632797,0.228287,[5 7] ; [14 27],[4.30188679 7.69811321] ; [14.69811321 26.30188679],0
n3,1,0.633553,0.227273,[5 3] ; [17 15],[4.4 3.6] ; [17.6 14.4],0
a7,1,0.64264,0.215306,[ 6 10] ; [32 41],[6.83146067 9.16853933] ; [31.16853933 41.83146067],0
a4,1,0.674218,0.176707,[ 4 12] ; [15 59],[ 3.37777778 12.62222222] ; [15.62222222 58.37777778],0
d3,1,0.682371,0.16747,[ 4 12] ; [22 51],[ 4.6741573 11.3258427] ; [21.3258427 51.6741573],0
a2,1,0.699133,0.149375,[ 1 15] ; [ 3 71],[ 0.71111111 15.28888889] ; [ 3.28888889 70.71111111],0
u1,1,0.699133,0.149375,[ 1 15] ; [ 3 71],[ 0.71111111 15.28888889] ; [ 3.28888889 70.71111111],0
b5,1,0.768191,0.086873,[8 8] ; [40 34],[8.53333333 7.46666667] ; [39.46666667 34.53333333],0
b1,1,0.768191,0.086873,[8 8] ; [40 34],[8.53333333 7.46666667] ; [39.46666667 34.53333333],0
d5,1,0.812977,0.055973,[7 9] ; [30 44],[6.57777778 9.42222222] ; [30.42222222 43.57777778],0
v4,1,0.91874,0.010408,[9 6] ; [41 29],[8.82352941 6.17647059] ; [41.17647059 28.82352941],0
a8,1,0.925983,0.00863,[ 1 14] ; [ 5 63],[ 1.08433735 13.91566265] ; [ 4.91566265 63.08433735],0
p1,1,0.930999,0.007497,[ 1 15] ; [ 5 68],[ 1.07865169 14.92134831] ; [ 4.92134831 68.07865169],0
s5,1,0.938459,0.005961,[ 2 12] ; [10 64],[ 1.90909091 12.09090909] ; [10.09090909 63.90909091],0
r1,1,0.977056,0.000827,[ 4 12] ; [18 55],[ 3.95505618 12.04494382] ; [18.04494382 54.95505618],0
d2,1,0.987511,0.000245,[ 3 13] ; [14 60],[ 3.02222222 12.97777778] ; [13.97777778 60.02222222],0
