Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.001159,10.553823,[ 20 103] ; [11 13],[25.93877551 97.06122449] ; [ 5.06122449 18.93877551],0
n3,1,0.450339,0.569799,[27 14] ; [3 3],[26.17021277 14.82978723] ; [3.82978723 2.17021277],0
a2,1,0.481825,0.494729,[  6 119] ; [ 2 22],[  6.7114094 118.2885906] ; [ 1.2885906 22.7114094],0
b4,1,0.495233,0.465136,[77 48] ; [13 11],[75.5033557 49.4966443] ; [14.4966443  9.5033557],0
r2,1,0.510716,0.4326,[100  22] ; [21  3],[101.10958904  20.89041096] ; [19.89041096  4.10958904],0
s4,1,0.604804,0.26781,[ 15 110] ; [ 2 22],[ 14.26174497 110.73825503] ; [ 2.73825503 21.26174497],0
n6,1,0.632713,0.2284,[87 37] ; [18  6],[87.97297297 36.02702703] ; [17.02702703  6.97297297],0
a1,1,0.67401,0.176947,[  8 117] ; [ 1 23],[  7.55033557 117.44966443] ; [ 1.44966443 22.55033557],0
v3,1,0.697815,0.150755,[30 92] ; [ 6 15],[30.71328671 91.28671329] ; [ 5.28671329 15.71328671],0
a6,1,0.722748,0.125875,[57 68] ; [10 14],[56.20805369 68.79194631] ; [10.79194631 13.20805369],0
b5,1,0.735289,0.11431,[62 63] ; [11 13],[61.24161074 63.75838926] ; [11.75838926 12.24161074],0
v2,1,0.740914,0.109325,[50 70] ; [10 12],[50.70422535 69.29577465] ; [ 9.29577465 12.70422535],0
n4,1,0.746242,0.104716,[79 46] ; [16  8],[79.69798658 45.30201342] ; [15.30201342  8.69798658],0
p2,1,0.777357,0.079956,[77 44] ; [16  8],[77.60689655 43.39310345] ; [15.39310345  8.60689655],0
d3,1,0.91965,0.010176,[43 82] ; [ 8 16],[42.7852349 82.2147651] ; [ 8.2147651 15.7852349],0
a4,1,0.938073,0.006036,[40 83] ; [ 8 16],[40.16326531 82.83673469] ; [ 7.83673469 16.16326531],0
n5,1,0.938073,0.006036,[83 40] ; [16  8],[82.83673469 40.16326531] ; [16.16326531  7.83673469],0
a3,1,0.942337,0.005232,[63 61] ; [12 12],[62.83783784 61.16216216] ; [12.16216216 11.83783784],0
n2,1,0.970095,0.001405,[29 12] ; [5 2],[29.04166667 11.95833333] ; [4.95833333 2.04166667],0
