Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,188.022983,[ 6 49] ; [416  54],[44.20952381 10.79047619] ; [377.79047619  92.20952381],1
b2,1,0.23209,1.428008,[14 23] ; [ 68 173],[10.91366906 26.08633094] ; [ 71.08633094 169.91366906],0
b3,1,0.23209,1.428008,[14 23] ; [ 68 173],[10.91366906 26.08633094] ; [ 71.08633094 169.91366906],0
s5,1,0.281469,1.159983,[ 8 47] ; [ 95 364],[11.02140078 43.97859922] ; [ 91.97859922 367.02140078],0
n4,1,0.288331,1.127396,[34 21] ; [323 146],[37.47137405 17.52862595] ; [319.52862595 149.47137405],0
n1,1,0.325146,0.968134,[11 15] ; [39 82],[ 8.84353741 17.15646259] ; [41.15646259 79.84353741],0
d2,1,0.47086,0.519958,[19 35] ; [188 279],[21.45489443 32.54510557] ; [185.54510557 281.45489443],0
a3,1,0.497142,0.461031,[31 22] ; [296 172],[33.26487524 19.73512476] ; [293.73512476 174.26487524],0
a4,1,0.511391,0.431219,[19 34] ; [190 279],[21.22030651 31.77969349] ; [187.77969349 281.22030651],0
p12,1,0.570572,0.321726,[ 1 54] ; [ 15 452],[ 1.68582375 53.31417625] ; [ 14.31417625 452.68582375],0
b4,1,0.759959,0.093351,[31 24] ; [275 195],[32.05714286 22.94285714] ; [273.94285714 196.05714286],0
n5,1,0.975176,0.000968,[36 19] ; [306 160],[36.10364683 18.89635317] ; [305.89635317 160.10364683],0
