Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,36.014003,[ 7 19] ; [73 11],[18.90909091  7.09090909] ; [61.09090909 22.90909091],1
d5,1,0.066693,3.36259,[14 12] ; [62 23],[17.8018018  8.1981982] ; [58.1981982 26.8018018],0
d3,1,0.098171,2.735012,[11 15] ; [51 33],[14.65454545 11.34545455] ; [47.34545455 36.65454545],0
s1,1,0.110174,2.551726,[ 3 23] ; [ 3 83],[ 1.39285714 24.60714286] ; [ 4.60714286 81.39285714],0
p5,1,0.113934,2.498791,[ 1 24] ; [14 72],[ 3.37837838 21.62162162] ; [11.62162162 74.37837838],0
n2,1,0.133505,2.251265,[6 5] ; [22  6],[7.8974359 3.1025641] ; [20.1025641  7.8974359],0
b4,1,0.155476,2.017682,[11 15] ; [50 36],[14.16071429 11.83928571] ; [46.83928571 39.16071429],0
b3,1,0.181077,1.788759,[ 2 13] ; [18 41],[ 4.05405405 10.94594595] ; [15.94594595 43.05405405],0
b2,1,0.181077,1.788759,[ 2 13] ; [18 41],[ 4.05405405 10.94594595] ; [15.94594595 43.05405405],0
a2,1,0.196306,1.669648,[ 1 25] ; [11 75],[ 2.78571429 23.21428571] ; [ 9.21428571 76.78571429],0
p3,1,0.212367,1.55522,[12 14] ; [51 34],[14.75675676 11.24324324] ; [48.24324324 36.75675676],0
s8,1,0.242093,1.368366,[ 7 19] ; [34 52],[ 9.51785714 16.48214286] ; [31.48214286 54.51785714],0
v4,1,0.245406,1.349266,[21  5] ; [76  9],[22.72072072  3.27927928] ; [74.27927928 10.72072072],0
r2,1,0.268822,1.222747,[19  7] ; [68 14],[20.94444444  5.05555556] ; [66.05555556 15.94444444],0
s3,1,0.3154,1.007926,[11 15] ; [45 39],[13.23636364 12.76363636] ; [42.76363636 41.23636364],0
b1,1,0.331527,0.942925,[14 12] ; [37 49],[11.83928571 14.16071429] ; [39.16071429 46.83928571],0
n3,1,0.336449,0.923914,[7 4] ; [22  6],[8.17948718 2.82051282] ; [20.82051282  7.17948718],0
a8,1,0.342083,0.90261,[ 1 25] ; [ 8 74],[ 2.16666667 23.83333333] ; [ 6.83333333 75.16666667],0
a7,1,0.426782,0.631565,[13 13] ; [50 35],[14.75675676 11.24324324] ; [48.24324324 36.75675676],0
d2,1,0.431114,0.61982,[10 16] ; [26 60],[ 8.35714286 17.64285714] ; [27.64285714 58.35714286],0
s2,1,0.469346,0.523515,[10 16] ; [40 46],[11.60714286 14.39285714] ; [38.39285714 47.60714286],0
s5,1,0.491325,0.473622,[ 5 20] ; [22 60],[ 6.30841121 18.69158879] ; [20.69158879 61.30841121],0
u3,1,0.580672,0.30515,[7 9] ; [11 20],[6.12765957 9.87234043] ; [11.87234043 19.12765957],0
p6,1,0.591852,0.287461,[10 16] ; [36 45],[11.17757009 14.82242991] ; [34.82242991 46.17757009],0
u1,1,0.673899,0.177075,[ 1 25] ; [ 2 84],[ 0.69642857 25.30357143] ; [ 2.30357143 83.69642857],0
b5,1,0.718802,0.129643,[15 11] ; [53 33],[15.78571429 10.21428571] ; [52.21428571 33.78571429],0
p8,1,0.753406,0.098691,[14 11] ; [50 34],[14.67889908 10.32110092] ; [49.32110092 34.67889908],0
s4,1,0.815172,0.054643,[ 6 20] ; [18 68],[ 5.57142857 20.42857143] ; [18.42857143 67.57142857],0
a6,1,0.883743,0.021382,[15 11] ; [51 35],[15.32142857 10.67857143] ; [50.67857143 35.32142857],0
p4,1,0.885926,0.020581,[16 10] ; [53 31],[16.30909091  9.69090909] ; [52.69090909 31.30909091],0
u2,1,0.92345,0.009233,[8 7] ; [17 14],[8.15217391 6.84782609] ; [16.84782609 14.15217391],0
n1,1,0.968358,0.001573,[4 6] ; [11 17],[3.94736842 6.05263158] ; [11.05263158 16.94736842],0
