Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,54.498149,[ 3 37] ; [134  56],[23.82608696 16.17391304] ; [113.17391304  76.82608696],1
s8,1,0.586527,0.295801,[24 16] ; [122  67],[25.50218341 14.49781659] ; [120.49781659  68.50218341],0
a5,1,0.609297,0.2612,[29 11] ; [145  45],[30.26086957  9.73913043] ; [143.73913043  46.26086957],0
r4,1,0.616172,0.251284,[34  6] ; [167  23],[34.95652174  5.04347826] ; [166.04347826  23.95652174],0
b1,1,0.633388,0.227494,[15 25] ; [ 79 111],[16.34782609 23.65217391] ; [ 77.65217391 112.34782609],0
s2,1,0.769655,0.085747,[23 17] ; [114  76],[23.82608696 16.17391304] ; [113.17391304  76.82608696],0
v1,1,0.77051,0.085094,[22 17] ; [98 84],[21.17647059 17.82352941] ; [98.82352941 83.17647059],0
s3,1,0.788757,0.071784,[26 14] ; [127  62],[26.72489083 13.27510917] ; [126.27510917  62.72489083],0
s1,1,0.829217,0.046529,[ 2 38] ; [  8 181],[ 1.74672489 38.25327511] ; [  8.25327511 180.74672489],0
s6,1,0.889054,0.019461,[30 10] ; [139  49],[29.64912281 10.35087719] ; [139.35087719  48.64912281],0
p2,1,0.93072,0.007558,[33  7] ; [157  32],[33.18777293  6.81222707] ; [156.81222707  32.18777293],0
b5,1,0.950844,0.0038,[24 16] ; [113  77],[23.82608696 16.17391304] ; [113.17391304  76.82608696],0
p4,1,0.987528,0.000244,[25 15] ; [119  71],[25.04347826 14.95652174] ; [118.95652174  71.04347826],0
