Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.0,56.7769,[97 10] ; [ 6 21],[82.24626866 24.75373134] ; [20.75373134  6.24626866],1
s5,1,0.338863,0.914727,[26 78] ; [ 4 21],[24.18604651 79.81395349] ; [ 5.81395349 19.18604651],0
b2,1,0.375572,0.785147,[31 38] ; [ 6 12],[29.34482759 39.65517241] ; [ 7.65517241 10.34482759],0
b3,1,0.375572,0.785147,[31 38] ; [ 6 12],[29.34482759 39.65517241] ; [ 7.65517241 10.34482759],0
v2,1,0.380156,0.770199,[61 45] ; [13 14],[58.97744361 47.02255639] ; [15.02255639 11.97744361],0
n4,1,0.435381,0.608427,[90 17] ; [21  6],[88.63432836 18.36567164] ; [22.36567164  4.63432836],0
p3,1,0.501061,0.452689,[67 40] ; [15 12],[65.47761194 41.52238806] ; [16.52238806 10.47761194],0
n5,1,0.516208,0.421464,[81 25] ; [19  8],[79.69924812 26.30075188] ; [20.30075188  6.69924812],0
s6,1,0.536449,0.382161,[54 48] ; [12 14],[52.59375 49.40625] ; [13.40625 12.59375],0
v3,1,0.550187,0.356982,[46 60] ; [10 17],[44.63157895 61.36842105] ; [11.36842105 15.63157895],0
r2,1,0.564963,0.331183,[98  7] ; [26  1],[98.63636364  6.36363636] ; [25.36363636  1.63636364],0
v4,1,0.56825,0.325619,[102   5] ; [25  2],[101.41044776   5.58955224] ; [25.58955224  1.41044776],0
s7,1,0.582331,0.302481,[36 65] ; [10 14],[37.168 63.832] ; [ 8.832 15.168],0
n1,1,0.638447,0.220779,[ 9 18] ; [3 4],[ 9.52941176 17.47058824] ; [2.47058824 4.52941176],0
n3,1,0.643526,0.21416,[21  6] ; [6 1],[21.44117647  5.55882353] ; [5.55882353 1.44117647],0
r4,1,0.660634,0.192755,[98  9] ; [24  3],[97.41791045  9.58208955] ; [24.58208955  2.41791045],0
b1,1,0.687777,0.161502,[43 64] ; [12 15],[43.91791045 63.08208955] ; [11.08208955 15.91791045],0
s4,1,0.723059,0.12558,[13 93] ; [ 4 23],[13.54887218 92.45112782] ; [ 3.45112782 23.54887218],0
n2,1,0.72647,0.122378,[18 10] ; [4 3],[17.6 10.4] ; [4.4 2.6],0
a6,1,0.811007,0.057182,[70 37] ; [17 10],[69.47014925 37.52985075] ; [17.52985075  9.47014925],0
a1,1,0.827742,0.047349,[  5 102] ; [ 1 26],[  4.79104478 102.20895522] ; [ 1.20895522 25.79104478],0
u2,1,0.845211,0.038116,[17 15] ; [7 7],[16.69565217 15.30434783] ; [7.30434783 6.69565217],0
p7,1,0.861628,0.030381,[88 17] ; [23  4],[88.29545455 16.70454545] ; [22.70454545  4.29545455],0
b5,1,0.901451,0.015334,[62 45] ; [16 11],[62.28358209 44.71641791] ; [15.71641791 11.28358209],0
n6,1,0.915607,0.01123,[92 15] ; [23  4],[91.82835821 15.17164179] ; [23.17164179  3.82835821],0
u3,1,0.920183,0.010041,[16 15] ; [7 7],[15.84444444 15.15555556] ; [7.15555556 6.84444444],0
b4,1,0.95476,0.003218,[68 39] ; [17 10],[67.87313433 39.12686567] ; [17.12686567  9.87313433],0
r3,1,0.993234,7.2e-05,[103   4] ; [26  1],[103.00746269   3.99253731] ; [25.99253731  1.00746269],0
