Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.173575,[84 22] ; [ 6 25],[69.6350365 36.3649635] ; [20.3649635 10.6350365],1
v3,1,0.208779,1.579875,[27 72] ; [ 5 26],[24.36923077 74.63076923] ; [ 7.63076923 23.36923077],0
u1,1,0.215369,1.534961,[11 95] ; [ 1 30],[ 9.28467153 96.71532847] ; [ 2.71532847 28.28467153],0
a7,1,0.25066,1.31962,[63 42] ; [15 16],[60.22058824 44.77941176] ; [17.77941176 13.22058824],0
s5,1,0.286568,1.135674,[18 84] ; [ 3 28],[16.10526316 85.89473684] ; [ 4.89473684 26.10526316],0
p8,1,0.306558,1.045447,[22 82] ; [ 4 27],[20.02962963 83.97037037] ; [ 5.97037037 25.02962963],0
s1,1,0.313497,1.015884,[ 5 99] ; [ 3 28],[ 6.16296296 97.83703704] ; [ 1.83703704 29.16296296],0
a2,1,0.326783,0.961604,[22 84] ; [ 4 27],[20.11678832 85.88321168] ; [ 5.88321168 25.11678832],0
b1,1,0.398594,0.712564,[49 57] ; [17 14],[51.06569343 54.93430657] ; [14.93430657 16.06569343],0
a6,1,0.405644,0.69153,[63 42] ; [16 15],[60.99264706 44.00735294] ; [18.00735294 12.99264706],0
s7,1,0.41598,0.661645,[25 74] ; [ 5 23],[23.38582677 75.61417323] ; [ 6.61417323 21.38582677],0
s4,1,0.486852,0.483476,[12 93] ; [ 5 26],[13.125 91.875] ; [ 3.875 27.125],0
n4,1,0.553676,0.350773,[65 40] ; [21 10],[66.39705882 38.60294118] ; [19.60294118 11.39705882],0
a3,1,0.563525,0.333638,[65 39] ; [17 13],[63.64179104 40.35820896] ; [18.35820896 11.64179104],0
d2,1,0.576153,0.312495,[46 58] ; [15 15],[47.34328358 56.65671642] ; [13.65671642 16.34328358],0
n5,1,0.577108,0.310934,[55 50] ; [18 13],[56.36029412 48.63970588] ; [16.63970588 14.36029412],0
d1,1,0.610515,0.259426,[43 63] ; [11 20],[41.7810219 64.2189781] ; [12.2189781 18.7810219],0
b4,1,0.64797,0.208469,[63 43] ; [17 14],[61.89781022 44.10218978] ; [18.10218978 12.89781022],0
u4,1,0.654088,0.200785,[  2 104] ; [ 1 30],[  2.32116788 103.67883212] ; [ 0.67883212 30.32116788],0
p12,1,0.65992,0.193621,[  2 103] ; [ 1 30],[  2.31617647 102.68382353] ; [ 0.68382353 30.31617647],0
n1,1,0.721464,0.127095,[14 29] ; [ 6 10],[14.57627119 28.42372881] ; [ 5.42372881 10.57627119],0
d5,1,0.723515,0.12515,[68 37] ; [19 12],[67.16911765 37.83088235] ; [19.83088235 11.16911765],0
a4,1,0.813171,0.055855,[41 64] ; [11 19],[40.44444444 64.55555556] ; [11.55555556 18.44444444],0
b2,1,0.91594,0.011141,[20 44] ; [ 6 14],[19.80952381 44.19047619] ; [ 6.19047619 13.80952381],0
b3,1,0.91594,0.011141,[20 44] ; [ 6 14],[19.80952381 44.19047619] ; [ 6.19047619 13.80952381],0
a8,1,0.953093,0.00346,[12 84] ; [ 4 27],[12.09448819 83.90551181] ; [ 3.90551181 27.09448819],0
