Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000976,10.872251,[12 13] ; [19 91],[ 5.74074074 19.25925926] ; [25.25925926 84.74074074],1
d3,1,0.793871,0.068271,[15 11] ; [62 51],[14.4028777 11.5971223] ; [62.5971223 50.4028777],0
n6,1,0.807611,0.059297,[17  9] ; [71 42],[16.46043165  9.53956835] ; [71.53956835 41.46043165],0
u2,1,0.810445,0.057529,[5 4] ; [22 21],[4.67307692 4.32692308] ; [22.32692308 20.67307692],0
s4,1,0.854526,0.033616,[ 5 21] ; [20 93],[ 4.67625899 21.32374101] ; [20.32374101 92.67625899],0
a3,1,0.859918,0.031145,[16 10] ; [71 41],[16.39130435  9.60869565] ; [70.60869565 41.39130435],0
n1,1,0.869447,0.027015,[3 4] ; [24 28],[3.20338983 3.79661017] ; [23.79661017 28.20338983],0
s1,1,0.881953,0.02205,[ 2 23] ; [ 10 102],[ 2.18978102 22.81021898] ; [  9.81021898 102.18978102],0
a2,1,0.913467,0.011808,[ 5 21] ; [23 91],[ 5.2 20.8] ; [22.8 91.2],0
v3,1,0.955931,0.003054,[ 8 17] ; [33 72],[ 7.88461538 17.11538462] ; [33.11538462 71.88461538],0
r1,1,0.96916,0.001495,[16 10] ; [70 43],[16.08633094  9.91366906] ; [69.91366906 43.08633094],0
b5,1,0.984951,0.000356,[15 11] ; [66 48],[15.04285714 10.95714286] ; [65.95714286 48.04285714],0
