Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,35.880708,[11 18] ; [99 12],[22.78571429  6.21428571] ; [87.21428571 23.78571429],1
r1,1,0.418619,0.654189,[24  5] ; [84 27],[22.37142857  6.62857143] ; [85.62857143 25.37142857],0
s5,1,0.42905,0.625393,[ 9 17] ; [47 62],[10.78518519 15.21481481] ; [45.21481481 63.78518519],0
a8,1,0.444603,0.584373,[ 2 26] ; [13 93],[ 3.13432836 24.86567164] ; [11.86567164 94.13432836],0
s1,1,0.448873,0.573495,[ 2 27] ; [  4 105],[ 1.26086957 27.73913043] ; [  4.73913043 104.26086957],0
u3,1,0.458318,0.55,[7 4] ; [11 11],[6. 5.] ; [12. 10.],0
u2,1,0.458318,0.55,[6 5] ; [ 9 13],[5. 6.] ; [10. 12.],0
d4,1,0.470767,0.520175,[22  7] ; [90 20],[23.36690647  5.63309353] ; [88.63309353 21.36690647],0
b1,1,0.531551,0.391426,[13 16] ; [57 54],[14.5 14.5] ; [55.5 55.5],0
v4,1,0.548303,0.360366,[25  3] ; [102   8],[25.76811594  2.23188406] ; [101.23188406   8.76811594],0
b2,1,0.5681,0.325872,[ 8 10] ; [41 38],[9.09278351 8.90721649] ; [39.90721649 39.09278351],0
b3,1,0.5681,0.325872,[ 8 10] ; [41 38],[9.09278351 8.90721649] ; [39.90721649 39.09278351],0
r3,1,0.576055,0.312656,[26  3] ; [103   8],[26.72142857  2.27857143] ; [102.27857143   8.72142857],0
a1,1,0.576055,0.312656,[ 3 26] ; [  8 103],[ 2.27857143 26.72142857] ; [  8.72142857 102.27857143],0
d3,1,0.598692,0.276974,[12 17] ; [52 59],[13.25714286 15.74285714] ; [50.74285714 60.25714286],0
n1,1,0.599203,0.276199,[7 4] ; [13 11],[6.28571429 4.71428571] ; [13.71428571 10.28571429],0
s6,1,0.62619,0.237263,[17 10] ; [74 35],[18.06617647  8.93382353] ; [72.93382353 36.06617647],0
p12,1,0.671978,0.179297,[ 1 27] ; [  6 102],[ 1.44117647 26.55882353] ; [  5.55882353 102.44117647],0
b4,1,0.690457,0.158591,[15 14] ; [62 49],[15.95 13.05] ; [61.05 49.95],0
s3,1,0.798401,0.065238,[18 11] ; [66 45],[17.4 11.6] ; [66.6 44.4],0
a6,1,0.806812,0.0598,[10 19] ; [41 70],[10.56428571 18.43571429] ; [40.43571429 70.56428571],0
s2,1,0.809703,0.057989,[16 13] ; [64 47],[16.57142857 12.42857143] ; [63.42857143 47.57142857],0
n2,1,0.85554,0.033144,[9 2] ; [19  5],[8.8 2.2] ; [19.2  4.8],0
n3,1,0.886436,0.020396,[8 3] ; [18  6],[8.17142857 2.82857143] ; [17.82857143  6.17142857],0
