Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,28.017948,[ 9 20] ; [58 10],[20.03092784  8.96907216] ; [46.96907216 21.03092784],1
p1,1,0.623856,0.240485,[ 3 26] ; [ 5 63],[ 2.39175258 26.60824742] ; [ 5.60824742 62.39175258],0
n1,1,0.63672,0.223057,[6 8] ; [11 20],[5.28888889 8.71111111] ; [11.71111111 19.28888889],0
a6,1,0.673823,0.177163,[14 15] ; [36 32],[14.94845361 14.05154639] ; [35.05154639 32.94845361],0
b2,1,0.698535,0.15,[ 6 14] ; [14 26],[ 6.66666667 13.33333333] ; [13.33333333 26.66666667],0
b3,1,0.698535,0.15,[ 6 14] ; [14 26],[ 6.66666667 13.33333333] ; [13.33333333 26.66666667],0
s8,1,0.723547,0.12512,[ 4 25] ; [11 55],[ 4.57894737 24.42105263] ; [10.42105263 55.57894737],0
s4,1,0.748712,0.102617,[ 6 23] ; [12 55],[ 5.4375 23.5625] ; [12.5625 54.4375],0
p8,1,0.768185,0.086878,[ 7 21] ; [19 49],[ 7.58333333 20.41666667] ; [18.41666667 49.58333333],0
s1,1,0.77267,0.083454,[ 3 25] ; [ 6 62],[ 2.625 25.375] ; [ 6.375 61.625],0
b5,1,0.808008,0.059047,[15 14] ; [37 31],[15.54639175 13.45360825] ; [36.45360825 31.54639175],0
s3,1,0.843644,0.038902,[11 18] ; [24 43],[10.57291667 18.42708333] ; [24.42708333 42.57291667],0
p2,1,0.907879,0.01339,[12 17] ; [29 39],[12.25773196 16.74226804] ; [28.74226804 39.25773196],0
n3,1,0.92439,0.009007,[6 6] ; [16 15],[6.13953488 5.86046512] ; [15.86046512 15.13953488],0
u3,1,0.938206,0.00601,[ 8 11] ; [ 9 13],[ 7.87804878 11.12195122] ; [ 9.12195122 12.87804878],0
a1,1,0.994001,5.7e-05,[ 3 26] ; [ 7 61],[ 2.98969072 26.01030928] ; [ 7.01030928 60.98969072],0
