Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000317,12.968589,[ 59 222] ; [14 13],[ 66.60064935 214.39935065] ; [ 6.39935065 20.60064935],1
d5,1,0.295006,1.096634,[238  49] ; [21  7],[235.97777778  51.02222222] ; [23.02222222  4.97777778],0
n5,1,0.300211,1.073259,[200  85] ; [17 11],[197.58785942  87.41214058] ; [19.41214058  8.58785942],0
r3,1,0.32391,0.973094,[269  17] ; [25  3],[267.78343949  18.21656051] ; [26.21656051  1.78343949],0
n2,1,0.419239,0.652448,[44 27] ; [4 1],[44.84210526 26.15789474] ; [3.15789474 1.84210526],0
p1,1,0.420582,0.648687,[ 19 267] ; [ 3 25],[ 20.03821656 265.96178344] ; [ 1.96178344 26.03821656],0
r4,1,0.457929,0.550951,[266  21] ; [27  1],[266.95555556  20.04444444] ; [26.04444444  1.95555556],0
v2,1,0.499507,0.455985,[166 110] ; [15 13],[164.32894737 111.67105263] ; [16.67105263 11.32894737],0
b3,1,0.50204,0.450621,[ 61 112] ; [ 4 11],[ 59.81382979 113.18617021] ; [5.18617021 9.81382979],0
b2,1,0.50204,0.450621,[ 61 112] ; [ 4 11],[ 59.81382979 113.18617021] ; [5.18617021 9.81382979],0
a2,1,0.509195,0.435722,[ 67 220] ; [ 5 23],[ 65.6 221.4] ; [ 6.4 21.6],0
n3,1,0.538556,0.378222,[46 23] ; [4 1],[46.62162162 22.37837838] ; [3.37837838 1.62162162],0
p12,1,0.54491,0.366514,[ 13 271] ; [ 2 26],[ 13.65384615 270.34615385] ; [ 1.34615385 26.65384615],0
r2,1,0.559186,0.341116,[266  18] ; [27  1],[266.70512821  17.29487179] ; [26.29487179  1.70512821],0
s2,1,0.577158,0.310851,[ 32 253] ; [ 4 23],[ 32.88461538 252.11538462] ; [ 3.11538462 23.88461538],0
n1,1,0.58764,0.294046,[20 50] ; [2 3],[20.53333333 49.46666667] ; [1.46666667 3.53333333],0
p8,1,0.618459,0.24804,[141 138] ; [15 12],[142.23529412 136.76470588] ; [13.76470588 13.23529412],0
v3,1,0.619939,0.245953,[105 170] ; [ 9 18],[103.80794702 171.19205298] ; [10.19205298 16.80794702],0
s8,1,0.627446,0.23554,[ 79 205] ; [ 9 19],[ 80.1025641 203.8974359] ; [ 7.8974359 20.1025641],0
u3,1,0.63267,0.228457,[54 38] ; [4 4],[53.36 38.64] ; [4.64 3.36],0
v4,1,0.654264,0.200566,[271  16] ; [27  1],[271.51111111  15.48888889] ; [26.48888889  1.51111111],0
d4,1,0.672649,0.178519,[234  52] ; [22  6],[233.17197452  52.82802548] ; [22.82802548  5.17197452],0
p5,1,0.684412,0.165202,[ 24 260] ; [ 3 25],[ 24.57692308 259.42307692] ; [ 2.42307692 25.57692308],0
b5,1,0.719058,0.129397,[174 113] ; [16 12],[173.11111111 113.88888889] ; [16.88888889 11.11111111],0
a3,1,0.743325,0.107226,[195  90] ; [20  8],[195.76677316  89.23322684] ; [19.23322684  8.76677316],0
n4,1,0.748326,0.102943,[213  74] ; [20  8],[212.28888889  74.71111111] ; [20.71111111  7.28888889],0
u1,1,0.763415,0.090601,[ 45 242] ; [ 5 23],[ 45.55555556 241.44444444] ; [ 4.44444444 23.55555556],0
a7,1,0.857004,0.032468,[210  76] ; [21  7],[210.40127389  75.59872611] ; [20.59872611  7.40127389],0
p7,1,0.895001,0.017418,[167 114] ; [17 11],[167.32686084 113.67313916] ; [16.67313916 11.32686084],0
d1,1,0.943398,0.005041,[162 125] ; [16 12],[162.17777778 124.82222222] ; [15.82222222 12.17777778],0
b4,1,0.971604,0.001267,[165 122] ; [16 12],[164.91111111 122.08888889] ; [16.08888889 11.91111111],0
v1,1,0.975617,0.000934,[153 131] ; [15 13],[152.92307692 131.07692308] ; [15.07692308 12.92307692],0
p3,1,0.980774,0.000581,[133 152] ; [13 15],[132.93929712 152.06070288] ; [13.06070288 14.93929712],0
