Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000134,14.578532,[9 6] ; [10 59],[ 3.39285714 11.60714286] ; [15.60714286 53.39285714],1
s3,1,0.254345,1.29928,[6 9] ; [17 50],[ 4.20731707 10.79268293] ; [18.79268293 48.20731707],0
u3,1,0.257359,1.282909,[3 3] ; [ 8 22],[1.83333333 4.16666667] ; [ 9.16666667 20.83333333],0
a5,1,0.261838,1.259012,[10  5] ; [35 34],[8.03571429 6.96428571] ; [36.96428571 32.03571429],0
v1,1,0.269486,1.219361,[6 9] ; [17 49],[ 4.25925926 10.74074074] ; [18.74074074 47.25925926],0
p1,1,0.285429,1.141058,[ 3 12] ; [ 7 62],[ 1.78571429 13.21428571] ; [ 8.21428571 60.78571429],0
n3,1,0.291841,1.111111,[3 1] ; [17 19],[2. 2.] ; [18. 18.],0
v4,1,0.306737,1.044672,[10  5] ; [36 33],[8.21428571 6.78571429] ; [37.78571429 31.21428571],0
b1,1,0.392742,0.730435,[9 6] ; [33 36],[7.5 7.5] ; [34.5 34.5],0
p8,1,0.394523,0.724955,[ 3 12] ; [ 8 60],[ 1.98795181 13.01204819] ; [ 9.01204819 58.98795181],0
a1,1,0.41546,0.663122,[ 1 14] ; [10 59],[ 1.96428571 13.03571429] ; [ 9.03571429 59.96428571],0
s4,1,0.41546,0.663122,[ 1 14] ; [10 59],[ 1.96428571 13.03571429] ; [ 9.03571429 59.96428571],0
u2,1,0.418492,0.654545,[1 5] ; [10 20],[1.83333333 4.16666667] ; [ 9.16666667 20.83333333],0
d2,1,0.479548,0.499892,[8 7] ; [29 38],[6.76829268 8.23170732] ; [30.23170732 36.76829268],0
n1,1,0.481518,0.495424,[2 2] ; [12 25],[1.36585366 2.63414634] ; [12.63414634 24.36585366],0
s8,1,0.485288,0.486957,[ 3 12] ; [ 9 60],[ 2.14285714 12.85714286] ; [ 9.85714286 59.14285714],0
a6,1,0.581752,0.303411,[6 9] ; [33 36],[6.96428571 8.03571429] ; [32.03571429 36.96428571],0
a7,1,0.659789,0.19378,[8 7] ; [32 36],[7.22891566 7.77108434] ; [32.77108434 35.22891566],0
n4,1,0.675195,0.175585,[10  5] ; [42 27],[9.28571429 5.71428571] ; [42.71428571 26.28571429],0
r1,1,0.738531,0.111422,[ 5 10] ; [20 49],[ 4.46428571 10.53571429] ; [20.53571429 48.46428571],0
p11,1,0.742188,0.108213,[7 8] ; [29 40],[6.42857143 8.57142857] ; [29.57142857 39.42857143],0
v3,1,0.789072,0.071565,[ 3 12] ; [16 53],[ 3.39285714 11.60714286] ; [15.60714286 53.39285714],0
b4,1,0.831841,0.045089,[10  5] ; [44 25],[9.64285714 5.35714286] ; [44.35714286 24.64285714],0
a3,1,0.850948,0.03531,[9 6] ; [39 29],[8.6746988 6.3253012] ; [39.3253012 28.6746988],0
s7,1,0.870305,0.026658,[3 9] ; [18 48],[3.23076923 8.76923077] ; [17.76923077 48.23076923],0
s1,1,0.897352,0.016643,[ 1 14] ; [ 4 65],[ 0.89285714 14.10714286] ; [ 4.10714286 64.89285714],0
a2,1,0.907412,0.013527,[ 2 13] ; [10 59],[ 2.14285714 12.85714286] ; [ 9.85714286 59.14285714],0
u1,1,0.937022,0.006243,[ 1 14] ; [ 5 64],[ 1.07142857 13.92857143] ; [ 4.92857143 64.07142857],0
n2,1,0.959035,0.002638,[2 2] ; [19 18],[2.04878049 1.95121951] ; [18.95121951 18.04878049],0
s6,1,0.963085,0.002142,[ 4 11] ; [18 51],[ 3.92857143 11.07142857] ; [18.07142857 50.92857143],0
v2,1,1.0,0.0,[ 5 10] ; [22 44],[ 5. 10.] ; [22. 44.],0
