Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1.3e-05,19.046019,[ 8 72] ; [15 17],[16.42857143 63.57142857] ; [ 6.57142857 25.42857143],1
p10,1,0.347025,0.884304,[38 41] ; [18 13],[40.21818182 38.78181818] ; [15.78181818 15.21818182],0
d5,1,0.389088,0.741791,[46 35] ; [21 11],[48.02654867 32.97345133] ; [18.97345133 13.02654867],0
u1,1,0.394864,0.723912,[ 6 75] ; [ 1 31],[ 5.01769912 75.98230088] ; [ 1.98230088 30.01769912],0
v3,1,0.399208,0.71071,[18 61] ; [ 5 27],[16.36936937 62.63063063] ; [ 6.63063063 25.36936937],0
p1,1,0.42184,0.645185,[ 9 71] ; [ 2 30],[ 7.85714286 72.14285714] ; [ 3.14285714 28.85714286],0
n3,1,0.422444,0.643507,[20 21] ; [8 5],[21.25925926 19.74074074] ; [6.74074074 6.25925926],0
a2,1,0.432214,0.616867,[ 9 72] ; [ 2 30],[ 7.88495575 73.11504425] ; [ 3.11504425 28.88495575],0
v4,1,0.48087,0.496889,[43 34] ; [19 11],[44.61682243 32.38317757] ; [17.38317757 12.61682243],0
v1,1,0.522149,0.409647,[24 53] ; [12 20],[25.43119266 51.56880734] ; [10.56880734 21.43119266],0
a3,1,0.538475,0.378373,[47 32] ; [17 15],[45.54954955 33.45045045] ; [18.45045045 13.54954955],0
s1,1,0.561834,0.336538,[ 5 75] ; [ 3 29],[ 5.71428571 74.28571429] ; [ 2.28571429 29.71428571],0
a7,1,0.631573,0.229934,[41 38] ; [15 17],[39.85585586 39.14414414] ; [16.14414414 15.85585586],0
b5,1,0.633549,0.227279,[39 42] ; [17 15],[40.14159292 40.85840708] ; [15.85840708 16.14159292],0
a6,1,0.678367,0.17197,[37 44] ; [16 16],[37.99115044 43.00884956] ; [15.00884956 16.99115044],0
s3,1,0.717322,0.131073,[27 52] ; [11 18],[27.7962963 51.2037037] ; [10.2037037 18.7962963],0
d1,1,0.723389,0.125269,[30 51] ; [13 19],[30.82300885 50.17699115] ; [12.17699115 19.82300885],0
n1,1,0.734012,0.11546,[14 28] ; [5 8],[14.50909091 27.49090909] ; [4.49090909 8.50909091],0
v2,1,0.744054,0.106596,[24 53] ; [11 21],[24.72477064 52.27522936] ; [10.27522936 21.72477064],0
a4,1,0.74904,0.102339,[25 55] ; [11 21],[25.71428571 54.28571429] ; [10.28571429 21.71428571],0
u2,1,0.781685,0.076797,[12 20] ; [ 5 10],[11.57446809 20.42553191] ; [5.42553191 9.57446809],0
s5,1,0.854036,0.033845,[14 67] ; [ 6 26],[14.33628319 66.66371681] ; [ 5.66371681 26.33628319],0
n2,1,0.953792,0.003358,[23 19] ; [7 6],[22.90909091 19.09090909] ; [7.09090909 5.90909091],0
s4,1,0.955707,0.003085,[13 68] ; [ 5 27],[12.90265487 68.09734513] ; [ 5.09734513 26.90265487],0
