Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.000505,12.098798,[72 13] ; [11 11],[65.93457944 19.06542056] ; [17.06542056  4.93457944],1
p9,1,0.260244,1.267456,[66 17] ; [15  7],[64.02857143 18.97142857] ; [16.97142857  5.02857143],0
p4,1,0.264339,1.245889,[44 37] ; [ 9 13],[41.67961165 39.32038835] ; [11.32038835 10.67961165],0
p3,1,0.312745,1.019046,[44 39] ; [ 9 13],[41.8952381 41.1047619] ; [11.1047619 10.8952381],0
a8,1,0.328319,0.955516,[10 65] ; [ 1 18],[ 8.77659574 66.22340426] ; [ 2.22340426 16.77659574],0
s7,1,0.341547,0.904615,[24 54] ; [ 4 16],[22.28571429 55.71428571] ; [ 5.71428571 14.28571429],0
a7,1,0.345702,0.88917,[62 22] ; [14  8],[60.22641509 23.77358491] ; [15.77358491  6.22641509],0
n5,1,0.392893,0.729969,[62 23] ; [18  4],[63.55140187 21.44859813] ; [16.44859813  5.55140187],0
s4,1,0.425568,0.634888,[ 4 81] ; [ 2 20],[ 4.76635514 80.23364486] ; [ 1.23364486 20.76635514],0
a2,1,0.427397,0.629887,[18 67] ; [ 3 19],[16.68224299 68.31775701] ; [ 4.31775701 17.68224299],0
b5,1,0.476659,0.506499,[43 42] ; [13  9],[44.48598131 40.51401869] ; [11.51401869 10.48598131],0
u2,1,0.484118,0.489574,[ 7 10] ; [5 4],[7.84615385 9.15384615] ; [4.15384615 4.84615385],0
v1,1,0.529846,0.394687,[52 32] ; [12 10],[50.71698113 33.28301887] ; [13.28301887  8.71698113],0
s2,1,0.574481,0.315243,[20 64] ; [ 4 18],[19.01886792 64.98113208] ; [ 4.98113208 17.01886792],0
a1,1,0.587497,0.29427,[ 5 80] ; [ 2 20],[ 5.56074766 79.43925234] ; [ 1.43925234 20.56074766],0
u1,1,0.633764,0.226991,[12 73] ; [ 4 18],[12.71028037 72.28971963] ; [ 3.28971963 18.71028037],0
a6,1,0.681955,0.167934,[58 27] ; [14  8],[57.19626168 27.80373832] ; [14.80373832  7.19626168],0
s3,1,0.718437,0.129996,[22 61] ; [ 5 17],[21.34285714 61.65714286] ; [ 5.65714286 16.34285714],0
n4,1,0.74585,0.105052,[71 14] ; [19  3],[71.4953271 13.5046729] ; [18.5046729  3.4953271],0
d2,1,0.765152,0.089235,[45 39] ; [11 11],[44.37735849 39.62264151] ; [11.62264151 10.37735849],0
n2,1,0.765594,0.088889,[11  4] ; [4 1],[11.25  3.75] ; [3.75 1.25],0
b2,1,0.79204,0.069518,[28 31] ; [7 9],[27.53333333 31.46666667] ; [7.46666667 8.53333333],0
b3,1,0.79204,0.069518,[28 31] ; [7 9],[27.53333333 31.46666667] ; [7.46666667 8.53333333],0
r2,1,0.839279,0.041134,[80  3] ; [21  1],[79.83809524  3.16190476] ; [21.16190476  0.83809524],0
p6,1,0.931669,0.007352,[25 56] ; [ 7 15],[25.16504854 55.83495146] ; [ 6.83495146 15.16504854],0
b4,1,0.981876,0.000516,[50 35] ; [13  9],[50.04672897 34.95327103] ; [12.95327103  9.04672897],0
