Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,105.763242,[ 9 38] ; [310  53],[36.56829268 10.43170732] ; [282.43170732  80.56829268],1
v2,1,0.034316,4.478909,[14 31] ; [165 180],[20.65384615 24.34615385] ; [158.34615385 186.65384615],0
d4,1,0.034792,4.455379,[30 17] ; [280  80],[35.7985258 11.2014742] ; [274.2014742  85.7985258],0
a1,1,0.03744,4.330278,[ 5 42] ; [ 14 349],[ 2.17804878 44.82195122] ; [ 16.82195122 346.17804878],0
u1,1,0.046811,3.952173,[ 1 46] ; [ 42 321],[ 4.92926829 42.07073171] ; [ 38.07073171 324.92926829],0
n4,1,0.048517,3.891994,[25 22] ; [245 117],[31.02689487 15.97310513] ; [238.97310513 123.02689487],0
v1,1,0.053666,3.723073,[13 34] ; [150 204],[19.10473815 27.89526185] ; [143.89526185 210.10473815],0
a2,1,0.054111,3.709272,[ 3 44] ; [ 63 300],[ 7.56585366 39.43414634] ; [ 58.43414634 304.56585366],0
s5,1,0.082275,3.01938,[ 5 42] ; [ 76 278],[ 9.49376559 37.50623441] ; [ 71.50623441 282.49376559],0
s6,1,0.088968,2.892948,[16 31] ; [168 188],[21.45905707 25.54094293] ; [162.54094293 193.45905707],0
s2,1,0.098486,2.729884,[ 9 38] ; [111 249],[13.85749386 33.14250614] ; [106.14250614 253.85749386],0
s7,1,0.135855,2.224295,[ 5 37] ; [ 76 273],[ 8.70076726 33.29923274] ; [ 72.29923274 276.70076726],0
a4,1,0.148051,2.092219,[13 34] ; [139 222],[17.50980392 29.49019608] ; [134.49019608 226.50980392],0
p3,1,0.163278,1.943599,[11 36] ; [121 240],[15.20588235 31.79411765] ; [116.79411765 244.20588235],0
d2,1,0.183583,1.768374,[14 33] ; [143 216],[18.17487685 28.82512315] ; [138.82512315 220.17487685],0
n3,1,0.211326,1.562317,[10  8] ; [67 28],[12.26548673  5.73451327] ; [64.73451327 30.26548673],0
a3,1,0.223322,1.482895,[24 22] ; [222 139],[27.8034398 18.1965602] ; [218.1965602 142.8034398],0
n2,1,0.236502,1.401325,[10  8] ; [67 29],[12.15789474  5.84210526] ; [64.84210526 31.15789474],0
n1,1,0.299548,1.076204,[ 4 14] ; [33 62],[ 5.89380531 12.10619469] ; [31.10619469 63.89380531],0
b5,1,0.311256,1.02534,[25 22] ; [221 142],[28.2 18.8] ; [217.8 145.2],0
s1,1,0.424147,0.638798,[ 3 44] ; [ 14 345],[ 1.9679803 45.0320197] ; [ 15.0320197 343.9679803],0
p7,1,0.462884,0.538912,[18 29] ; [156 199],[20.34328358 26.65671642] ; [153.65671642 201.34328358],0
p1,1,0.475448,0.509286,[ 4 43] ; [ 21 338],[ 2.89408867 44.10591133] ; [ 22.10591133 336.89408867],0
b2,1,0.544077,0.368035,[ 7 24] ; [ 52 135],[ 8.38990826 22.61009174] ; [ 50.61009174 136.38990826],0
b3,1,0.544077,0.368035,[ 7 24] ; [ 52 135],[ 8.38990826 22.61009174] ; [ 50.61009174 136.38990826],0
n5,1,0.566621,0.32837,[29 18] ; [238 123],[30.75735294 16.24264706] ; [236.24264706 124.75735294],0
p12,1,0.723581,0.125088,[ 1 46] ; [ 11 349],[ 1.38574939 45.61425061] ; [ 10.61425061 349.38574939],0
a8,1,0.759133,0.094016,[ 5 38] ; [ 34 302],[ 4.42480211 38.57519789] ; [ 34.57519789 301.42480211],0
p4,1,0.794457,0.067874,[18 29] ; [145 215],[18.82309582 28.17690418] ; [144.17690418 215.82309582],0
b4,1,0.843506,0.038971,[27 20] ; [214 149],[27.62682927 19.37317073] ; [213.37317073 149.62682927],0
s4,1,0.940371,0.005596,[ 7 40] ; [ 52 307],[ 6.83004926 40.16995074] ; [ 52.16995074 306.83004926],0
u2,1,0.948612,0.004154,[11 12] ; [65 73],[10.85714286 12.14285714] ; [65.14285714 72.85714286],0
