Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,181.02375,[496  78] ; [ 55 105],[430.89100817 143.10899183] ; [120.10899183  39.89100817],1
b1,1,0.09368,2.809966,[217 360] ; [ 49 112],[207.9701897 369.0298103] ; [ 58.0298103 102.9701897],0
p7,1,0.108177,2.580651,[398 169] ; [99 57],[389.76348548 177.23651452] ; [107.23651452  48.76348548],0
s3,1,0.108452,2.57663,[335 233] ; [83 77],[326.13186813 241.86813187] ; [91.86813187 68.13186813],0
s2,1,0.112838,2.514023,[301 270] ; [73 87],[292.13953488 278.86046512] ; [81.86046512 78.13953488],0
b2,1,0.126223,2.338356,[141 219] ; [23 54],[135.10297483 224.89702517] ; [28.89702517 48.10297483],0
b3,1,0.126223,2.338356,[141 219] ; [23 54],[135.10297483 224.89702517] ; [28.89702517 48.10297483],0
d4,1,0.133698,2.249027,[486  90] ; [127  33],[479.73913043  96.26086957] ; [133.26086957  26.73913043],0
p1,1,0.165637,1.92199,[ 52 523] ; [  9 151],[ 47.72108844 527.27891156] ; [ 13.27891156 146.72108844],0
u4,1,0.213494,1.547576,[ 12 565] ; [  1 160],[ 10.16395664 566.83604336] ; [  2.83604336 158.16395664],0
s1,1,0.218425,1.514691,[ 17 551] ; [  2 159],[ 14.80384088 553.19615912] ; [  4.19615912 156.80384088],0
s5,1,0.38531,0.753693,[192 361] ; [ 49 109],[187.44444444 365.55555556] ; [ 53.55555556 104.44444444],0
a1,1,0.433466,0.613519,[ 26 551] ; [  5 156],[ 24.23712737 552.76287263] ; [  6.76287263 154.23712737],0
d3,1,0.452428,0.564563,[407 170] ; [117  42],[410.79891304 166.20108696] ; [113.20108696  45.79891304],0
v4,1,0.509885,0.434303,[555  19] ; [152   7],[553.63983629  20.36016371] ; [153.36016371   5.63983629],0
b4,1,0.563924,0.332955,[333 244] ; [97 64],[336.19241192 240.80758808] ; [93.80758808 67.19241192],0
a6,1,0.696367,0.152279,[395 181] ; [113  48],[397.02578019 178.97421981] ; [110.97421981  50.02578019],0
u2,1,0.77524,0.081526,[77 64] ; [38 29],[77.95673077 63.04326923] ; [37.04326923 29.95673077],0
u3,1,0.925528,0.008737,[79 62] ; [38 29],[79.3125 61.6875] ; [37.6875 29.3125],0
n3,1,0.927095,0.008372,[73 24] ; [41 13],[73.23178808 23.76821192] ; [40.76821192 13.23178808],0
n2,1,0.931727,0.00734,[72 25] ; [39 14],[71.78 25.22] ; [39.22 13.78],0
b5,1,0.979925,0.000633,[347 230] ; [97 64],[347.13821138 229.86178862] ; [96.86178862 64.13821138],0
