Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,23.993071,[337  22] ; [61 19],[325.4715262  33.5284738] ; [72.5284738  7.4715262],1
d1,1,0.620468,0.24521,[229 132] ; [49 32],[227.05429864 133.94570136] ; [50.94570136 30.05429864],0
d5,1,0.692871,0.155995,[294  65] ; [64 16],[292.76082005  66.23917995] ; [65.23917995 14.76082005],0
s2,1,0.703166,0.145199,[292  69] ; [67 14],[293.21040724  67.78959276] ; [65.78959276 15.21040724],0
r2,1,0.792073,0.069495,[345  11] ; [77  2],[345.36091954  10.63908046] ; [76.63908046  2.36091954],0
s7,1,0.811502,0.056877,[235 118] ; [51 24],[235.88317757 117.11682243] ; [50.11682243 24.88317757],0
d3,1,0.843105,0.039174,[256 104] ; [56 24],[255.27272727 104.72727273] ; [56.72727273 23.27272727],0
u1,1,0.940627,0.005547,[ 70 291] ; [16 65],[ 70.239819 290.760181] ; [15.760181 65.239819],0
a2,1,0.942543,0.005195,[ 95 266] ; [21 60],[ 94.74208145 266.25791855] ; [21.25791855 59.74208145],0
u4,1,0.964366,0.001996,[ 13 348] ; [ 3 78],[ 13.0678733 347.9321267] ; [ 2.9321267 78.0678733],0
a6,1,0.987534,0.000244,[242 117] ; [54 26],[242.05922551 116.94077449] ; [53.94077449 26.05922551],0
