Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.00056,11.904574,[ 9 16] ; [37 11],[15.75342466  9.24657534] ; [30.24657534 17.75342466],1
u3,1,0.514584,0.424735,[5 4] ; [7 3],[5.68421053 3.31578947] ; [6.31578947 3.68421053],0
p4,1,0.525336,0.403405,[12 15] ; [25 23],[13.32 13.68] ; [23.68 24.32],0
r4,1,0.548869,0.359347,[20  8] ; [38 11],[21.09090909  6.90909091] ; [36.90909091 12.09090909],0
r3,1,0.651312,0.20425,[26  1] ; [46  3],[25.57894737  1.42105263] ; [46.42105263  2.57894737],0
a6,1,0.686998,0.162354,[17 11] ; [32 17],[17.81818182 10.18181818] ; [31.18181818 17.81818182],0
s1,1,0.687338,0.161982,[ 1 26] ; [ 1 46],[ 0.72972973 26.27027027] ; [ 1.27027027 45.72972973],0
r1,1,0.723891,0.124795,[22  6] ; [36 12],[21.36842105  6.63157895] ; [36.63157895 11.36842105],0
v3,1,0.733667,0.115772,[10 16] ; [20 27],[10.68493151 15.31506849] ; [19.31506849 27.68493151],0
b1,1,0.795917,0.066892,[14 14] ; [26 23],[14.54545455 13.45454545] ; [25.45454545 23.54545455],0
b2,1,0.80353,0.061892,[ 5 10] ; [ 8 19],[ 4.64285714 10.35714286] ; [ 8.35714286 18.64285714],0
b3,1,0.80353,0.061892,[ 5 10] ; [ 8 19],[ 4.64285714 10.35714286] ; [ 8.35714286 18.64285714],0
v1,1,0.820781,0.051321,[15 13] ; [27 21],[15.47368421 12.52631579] ; [26.52631579 21.47368421],0
r2,1,0.851446,0.035071,[24  4] ; [41  6],[24.26666667  3.73333333] ; [40.73333333  6.26666667],0
s7,1,0.86427,0.029221,[ 9 15] ; [19 29],[ 9.33333333 14.66666667] ; [18.66666667 29.33333333],0
p1,1,0.872337,0.025822,[ 2 26] ; [ 4 45],[ 2.18181818 25.81818182] ; [ 3.81818182 45.18181818],0
u2,1,0.905565,0.014074,[7 2] ; [8 2],[7.10526316 1.89473684] ; [7.89473684 2.10526316],0
a8,1,0.911536,0.012343,[ 2 24] ; [ 3 40],[ 1.88405797 24.11594203] ; [ 3.11594203 39.88405797],0
p3,1,0.924816,0.008906,[10 16] ; [19 29],[10.18918919 15.81081081] ; [18.81081081 29.18918919],0
s3,1,0.959948,0.002522,[13 15] ; [22 26],[12.89473684 15.10526316] ; [22.10526316 25.89473684],0
a7,1,0.963316,0.002115,[19  9] ; [33 16],[18.90909091  9.09090909] ; [33.09090909 15.90909091],0
a5,1,1.0,0.0,[20  8] ; [35 14],[20.  8.] ; [35. 14.],0
